scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting name,family name,genus name,woodiness
Chrysopogon aciculatus,Öñ½Ú²İ,6,10,6,10,Poaceae,Chrysopogon,CB
Chrysopogon orientalis,½ğĞë²İ,6,9,6,9,Poaceae,Chrysopogon,CB
Chrysosplenium delavayi,Éöİà½ğÑü,3,4,3,4,Saxifragaceae,Chrysosplenium,CB
Chrysosplenium lanuginosum,ÃàÃ«½ğÑü,4,4,6,6,Saxifragaceae,Chrysosplenium,CB
Chrysosplenium macrophyllum,´óÒ¶½ğÑü,2,4,5,6,Saxifragaceae,Chrysosplenium,CB
Chrysosplenium pilosum var. pilosopetiolatum,Ã«±ú½ğÑü,NA,NA,NA,NA,Saxifragaceae,Chrysosplenium,CB
Chukrasia tabularis,Âéé¬,4,5,7,1,Meliaceae,Chukrasia,WD
Chuniophoenix hainanensis,Çí×Ø,3,4,10,12,Arecaceae,Chuniophoenix,WD
Cimicifuga japonica,Ğ¡ÉıÂé,8,9,10,10,Ranunculaceae,Cimicifuga,CB
Cimicifuga simplex,µ¥ËëÉıÂé,8,9,9,10,Ranunculaceae,Cimicifuga,CB
Cinnamomum appelianum,Ã«¹ğ,4,6,6,8,Lauraceae,Cinnamomum,WD
Cinnamomum austrosinense,»ªÄÏ¹ğ,6,8,8,10,Lauraceae,Cinnamomum,WD
Cinnamomum bejolghota,¶ÛÒ¶¹ğ,3,4,5,7,Lauraceae,Cinnamomum,WD
Cinnamomum bodinieri,ºïÕÁ,5,6,7,8,Lauraceae,Cinnamomum,WD
Cinnamomum burmannii,ÒõÏã,NA,NA,NA,NA,Lauraceae,Cinnamomum,WD
Cinnamomum camphora,ÕÁ,4,5,8,11,Lauraceae,Cinnamomum,WD
Cinnamomum heyneanum,ÏÁÒ¶¹ğ,NA,NA,NA,NA,Lauraceae,Cinnamomum,WD
Cinnamomum ilicioides,°Ë½ÇÕÁ,6,7,NA,NA,Lauraceae,Cinnamomum,WD
Cinnamomum japonicum,ÌìóÃ¹ğ,4,5,7,9,Lauraceae,Cinnamomum,WD
Cinnamomum jensenianum,Ò°»Æ¹ğ,4,6,7,8,Lauraceae,Cinnamomum,WD
Cinnamomum kwangtungense,ºìÀ±éÂÊ÷,5,5,NA,NA,Lauraceae,Cinnamomum,WD
Cinnamomum liangii,ÈíÆ¤¹ğ,2,3,5,5,Lauraceae,Cinnamomum,WD
Cinnamomum parthenoxylon,»ÆÕÁ,3,5,4,10,Lauraceae,Cinnamomum,WD
Cinnamomum pauciflorum,ÉÙ»¨¹ğ,3,8,9,10,Lauraceae,Cinnamomum,WD
Cinnamomum rigidissimum,ÂÑÒ¶¹ğ,NA,NA,8,8,Lauraceae,Cinnamomum,WD
Cinnamomum subavenium,Ïã¹ğ,6,7,8,10,Lauraceae,Cinnamomum,WD
Cinnamomum tsangii,À±Ö­Ê÷,10,10,NA,NA,Lauraceae,Cinnamomum,WD
Cinnamomum validinerve,´ÖÂö¹ğ,7,7,NA,NA,Lauraceae,Cinnamomum,WD
Cinnamomum wilsonii,´¨¹ğ,4,5,7,9,Lauraceae,Cinnamomum,WD
Circaea erubescens,¹ÈŞ¤,7,9,8,10,Onagraceae,Circaea,CB
Circaea mollis,ÄÏ·½Â¶Öé²İ,6,7,8,10,Onagraceae,Circaea,CB
Cirsium arvense,Ë¿Â·¼»,6,9,6,9,Asteraceae,Cirsium,CB
Cirsium chinense,ÂÌ¼»,6,10,6,10,Asteraceae,Cirsium,CB
Cirsium hupehense,ºş±±¼»,8,11,8,11,Asteraceae,Cirsium,CB
Cirsium leducei,¸²Íß¼»,8,12,8,12,Asteraceae,Cirsium,CB
Cirsium lineare,ÏßÒ¶¼»,9,10,9,10,Asteraceae,Cirsium,CB
Cirsium racemiforme,×ÜĞò¼»,4,6,4,6,Asteraceae,Cirsium,CB
Cirsium shansiense,Å£¿Ú´Ì,5,11,5,11,Asteraceae,Cirsium,CB
Cissus assamica,¿àÀÉÌÙ,5,6,7,10,Vitaceae,Cissus,WD
Cissus hexangularis,³á¾¥°×·ÛÌÙ,9,11,12,2,Vitaceae,Cissus,WD
Cissus kerrii,¼¦ĞÄÌÙ,6,8,9,10,Vitaceae,Cissus,CB
Cissus pteroclada,Òí¾¥°×·ÛÌÙ,6,8,8,12,Vitaceae,Cissus,CB
Cissus repens,°×·ÛÌÙ,7,10,11,5,Vitaceae,Cissus,CB
Citrus aurantifolia,À´ÃÊ,3,5,9,10,Rutaceae,Citrus,WD
Citrus aurantium,Ëá³È,4,5,9,11,Rutaceae,Citrus,WD
Citrus junos,Ïã³È,NA,NA,NA,NA,Rutaceae,Citrus,WD
Citrus limon,ÄûÃÊ,4,5,9,11,Rutaceae,Citrus,WD
Citrus limonia,ÀèÃÊ,4,5,9,11,Rutaceae,Citrus,WD
Citrus maxima,èÖ,4,5,9,11,Rutaceae,Citrus,WD
Citrus maxima cv. Tomentosa,éÙºì,NA,NA,NA,NA,Rutaceae,Citrus,WD
Citrus medica,ÏãéÚ,4,5,9,11,Rutaceae,Citrus,WD
Citrus medica var. sarcodactylis,·ğÊÖ,NA,NA,NA,NA,Rutaceae,Citrus,WD
Citrus reticulata cv. Chachiensis,²èÖ¦¸Ì,NA,NA,11,12,Rutaceae,Citrus,WD
Citrus reticulata cv. Hanggan,ĞĞ¸Ì,NA,NA,NA,NA,Rutaceae,Citrus,WD
Citrus sinensis,Ìğ³È,3,5,10,12,Rutaceae,Citrus,WD
Cladium jamaicence subsp. chinense,¿ËÀ­É¯,5,5,5,5,Cyperaceae,NA,NA
Cladopus nymanii,·ÉÆÙ²İ,9,2,9,2,Podostemaceae,Cladopus,CB
Cladrastis delavayi,Ğ¡»¨Ïã»±,6,8,8,10,Fabaceae,Cladrastis,WD
Cladrastis platycarpa,³á¼ÔÏã»±,4,6,7,10,Fabaceae,Cladrastis,WD
Claoxylon hainanense,º£ÄÏ°×Í©Ê÷,2,11,2,11,Euphorbiaceae,Claoxylon,WD
Claoxylon indicum,°×Í©Ê÷,3,12,3,12,Euphorbiaceae,Claoxylon,WD
Clarkella nana,ÑÒÉÏÖé,8,8,NA,NA,Rubiaceae,Clarkella,CB
Clausena anisum-olens,Ï¸Ò¶»ÆÆ¤,4,5,8,9,Rutaceae,Clausena,WD
Clausena dunniana,³İÒ¶»ÆÆ¤,6,7,10,11,Rutaceae,Clausena,WD
Clausena excavata,¼Ù»ÆÆ¤,4,5,8,10,Rutaceae,Clausena,WD
Clausena lansium,»ÆÆ¤,4,5,7,8,Rutaceae,Clausena,WD
Clausena lenis,¹â»¬»ÆÆ¤,4,6,9,10,Rutaceae,Clausena,WD
Cleidiocarpon cavaleriei,ºûµû¹û,5,10,NA,NA,Euphorbiaceae,Cleidiocarpon,WD
Cleidion brevipetiolatum,°ô±ú»¨,3,10,3,10,Euphorbiaceae,Cleidion,WD
Cleisostoma paniculatum,´óĞò¸ô¾àÀ¼,5,9,NA,NA,Orchidaceae,Cleisostoma,CB
Cleisostoma parishii,¶Ì¾¥¸ô¾àÀ¼,4,5,NA,NA,Orchidaceae,Cleisostoma,CB
Cleisostoma simondii var. guangdongense,¹ã¶«¸ô¾àÀ¼,NA,NA,NA,NA,Orchidaceae,Cleisostoma,CB
Cleisostoma williamsonii,ºì»¨¸ô¾àÀ¼,4,6,NA,NA,Orchidaceae,Cleisostoma,CB
Cleistanthus sumatranus,±Õ»¨Ä¾,3,5,4,10,Euphorbiaceae,Cleistanthus,WD
Cleistanthus tonkinensis,ÂøÍ·¹û,4,4,NA,NA,Euphorbiaceae,Cleistanthus,WD
Clematis apiifolia,Å®Î®,5,9,6,10,Ranunculaceae,Clematis,WD
Clematis apiifolia var. argentilucida,¶Û³İÌúÏßÁ«,5,7,6,8,Ranunculaceae,Clematis,WD
Clematis armandii,Ğ¡Ä¾Í¨,3,4,4,7,Ranunculaceae,Clematis,WD
Clematis cadmia,¶ÌÖùÌúÏßÁ«,4,5,6,7,Ranunculaceae,Clematis,CB
Clematis chinensis,ÍşÁéÏÉ,9,10,11,12,Ranunculaceae,Clematis,WD
Clematis chingii,Á½¹ãÌúÏßÁ«,7,9,10,12,Ranunculaceae,Clematis,WD
Clematis crassifolia,ºñÒ¶ÌúÏßÁ«,12,1,2,2,Ranunculaceae,Clematis,WD
Clematis crassipes,´Ö±úÌúÏßÁ«,5,7,6,8,Ranunculaceae,Clematis,WD
Clematis finetiana,É½Ä¾Í¨,4,6,7,11,Ranunculaceae,Clematis,WD
Clematis florida,ÌúÏßÁ«,1,2,3,4,Ranunculaceae,Clematis,CB
Clematis gouriana,Ğ¡ËòÒÂÌÙ,9,10,11,12,Ranunculaceae,Clematis,WD
Clematis henryi,µ¥Ò¶ÌúÏßÁ«,10,1,3,4,Ranunculaceae,Clematis,WD
Clematis lasiandra,Ã«ÈïÌúÏßÁ«,10,10,11,11,Ranunculaceae,Clematis,CB
Clematis leschenaultiana,ĞåÃ«ÌúÏßÁ«,12,2,3,4,Ranunculaceae,Clematis,WD
Clematis loureiriana,İÃİÖÒ¶ÌúÏßÁ«,11,12,12,1,Ranunculaceae,Clematis,
Clematis meyeniana,Ã«ÖùÌúÏßÁ«,6,8,8,10,Ranunculaceae,Clematis,WD
Clematis meyeniana var. granulata,É³Ò¶ÌúÏßÁ«,NA,NA,NA,NA,Ranunculaceae,Clematis,WD
Clematis parviloba,ÁÑÒ¶ÌúÏßÁ«,8,9,9,10,Ranunculaceae,Clematis,WD
Clematis puberula var. ganpiniana,Ñî×ÓÌúÏßÁ«,7,9,9,10,Ranunculaceae,Clematis,WD
Clematis repens,Çú±úÌúÏßÁ«,8,9,10,11,Ranunculaceae,Clematis,CB
Clematis tinghuensis,¶¦ºşÌúÏßÁ«,6,7,10,10,Ranunculaceae,Clematis,WD
Clematis uncinata,Öù¹ûÌúÏßÁ«,6,8,7,10,Ranunculaceae,Clematis,WD
Clematis urophylla,Î²Ò¶ÌúÏßÁ«,11,12,3,4,Ranunculaceae,Clematis,WD
Clerodendrum brachystemon,¶ÌÈï´óÇà,8,10,8,10,Verbenaceae,Clerodendrum,WD
Clerodendrum bracteatum,°ú»¨´óÇà,7,11,7,11,Verbenaceae,Clerodendrum,WD
Clerodendrum bungei,³ôÄµµ¤,5,11,5,11,Verbenaceae,Clerodendrum,WD
Clerodendrum canescens,»ÒÃ«´óÇà,4,10,4,10,Verbenaceae,Clerodendrum,WD
Clerodendrum chinense var. simplex,³ôÜÔÀò,5,11,5,11,Verbenaceae,Clerodendrum,WD
Clerodendrum colebrookianum,ÏÙÜÔÀò,8,12,8,12,Verbenaceae,Clerodendrum,WD
Clerodendrum cyrtophyllum,´óÇà,6,2,6,2,Verbenaceae,Clerodendrum,WD
Clerodendrum fortunatum,°×»¨µÆÁı,4,11,4,11,Verbenaceae,Clerodendrum,WD
Clerodendrum indicum,³¤¹Ü´óÇà,8,11,8,11,Verbenaceae,Clerodendrum,WD
Clerodendrum inerme,¿àÀÉÊ÷,3,11,3,11,Verbenaceae,Clerodendrum,WD
Clerodendrum japonicum,ÚWÍ©,5,11,5,11,Verbenaceae,Clerodendrum,WD
Clerodendrum kwangtungense,¹ã¶«´óÇà,8,11,8,11,Verbenaceae,Clerodendrum,WD
Clerodendrum lindleyi,¼â³İ³ôÜÔÀò,6,11,6,11,Verbenaceae,Clerodendrum,WD
Clerodendrum mandarinorum,º£Í¨,7,12,7,12,Verbenaceae,Clerodendrum,WD
Clerodendrum paniculatum,Ô²×¶´óÇà,4,2,4,2,Verbenaceae,Clerodendrum,WD
Clerodendrum yunnanense,µá³£É½,4,10,4,10,Verbenaceae,Clerodendrum,WD
Clethra barbinervis,÷ÚÂöèçÒ¶Ê÷,7,8,9,11,Clethraceae,Clethra,WD
Clethra bodinieri,µ¥Ã«èçÒ¶Ê÷,6,7,8,9,Clethraceae,Clethra,WD
Clethra delavayi,ÔÆÄÏèçÒ¶Ê÷,7,8,9,10,Clethraceae,Clethra,WD
Clethra fabri,»ªÄÏèçÒ¶Ê÷,7,8,8,10,Clethraceae,Clethra,WD
Clethra kaipoensis,¹óÖİèçÒ¶Ê÷,7,10,7,10,Clethraceae,Clethra,WD
Cleyera incornuta,°¼Âöºìµ­±È,5,7,9,10,Theaceae,Cleyera,WD
Cleyera japonica,ºìÏª±È,5,5,10,11,Theaceae,Cleyera,WD
Cleyera lipingensis,³İÒ¶ºìµ­±È,5,6,10,11,Theaceae,Cleyera,WD
Cleyera obovata,µ¹ÂÑÒ¶ºìµ­±È,5,6,8,9,Theaceae,Cleyera,WD
Cleyera pachyphylla,ºñÒ¶ºìµ­±È,6,7,10,11,Theaceae,Cleyera,WD
Cleyera parvifolia,Ğ¡Ò¶ºìµ­±È,4,5,8,10,Theaceae,Cleyera,WD
Cleyera yangchunensis,Ñô´ººìµ­±È,NA,NA,10,11,Theaceae,Cleyera,WD
Clinacanthus nutans,öù×ì»¨,3,8,NA,NA,Acanthaceae,Clinacanthus,CB
Clinopodium confine,ÁÚ½ü·çÂÖ²Ë,4,6,7,8,Lamiaceae,Clinopodium,CB
Clinopodium gracile,Ï¸·çÂÖ²Ë,6,8,8,10,Lamiaceae,Clinopodium,CB
Clinopodium megalanthum,´ç½ğ²İ,7,9,8,11,Lamiaceae,Clinopodium,CB
Clinopodium polycephalum,µÆÁı²İ,7,8,9,9,Lamiaceae,Clinopodium,CB
Clitoria hanceana,¹ã¶«µû¶¹,4,10,NA,NA,Fabaceae,Clitoria,WD
Cnesmone hainanensis,º£ÄÏ´ÖÃ«ÌÙ,4,10,10,12,Euphorbiaceae,Cnesmone,WD
Cocculus laurifolius,ÕÁÒ¶Ä¾·À¼º,3,7,9,11,Menispermaceae,Cocculus,WD
Cocculus orbiculatus,Ä¾·À¼º,6,8,9,11,Menispermaceae,Cocculus,WD
Cocculus orbiculatus var. mollis,Ã«Ä¾·À¼º,NA,NA,NA,NA,Menispermaceae,Cocculus,WD
Codariocalyx gyroides,Ô²Ò¶Îè²İ,9,11,10,11,Fabaceae,Codariocalyx,WD
Codariocalyx microphyllus,Ğ¡Ò¶Èıµã½ğ,NA,NA,NA,NA,Fabaceae,Codariocalyx,WD
Codariocalyx motorius,Îè²İ,7,9,10,11,Fabaceae,Codariocalyx,WD
Codonacanthus pauciflorus,ÖÓ»¨²İ,9,10,NA,NA,Acanthaceae,Codonacanthus,CB
Codonopsis lanceolata,ÑòÈé,8,9,NA,NA,Campanulaceae,Codonopsis,CB
Codonopsis pilosula,µ³²Î,7,10,7,10,Campanulaceae,Codonopsis,CB
Coelachne simpliciuscula,Ğ¡Àö²İ,9,12,9,12,Poaceae,Coelachne,CB
Coelogyne fimbriata,Á÷ËÕ±´Ä¸À¼,8,10,4,8,Orchidaceae,Coelogyne,CB
Coelospermum kanehirae,Ñ¨¹ûÄ¾,4,5,7,9,Rubiaceae,Coelospermum,WD
Coix aquatica,Ë®ÉúŞ²ÜÓ,8,11,8,11,Poaceae,Coix,CB
Coix lacryma-jobi var. ma-yuen,Ş²Ã×,7,11,7,11,Poaceae,Coix,CB
Coleus carnosifolius,ÈâÒ¶ÇÊÈï»¨,9,10,NA,NA,Lamiaceae,Coleus,CB
Coleus scutellarioides var. crispipilus,Ğ¡Îå²ÊËÕ,NA,NA,NA,NA,Lamiaceae,Coleus,CB
Collabium chinense,ÎÇÀ¼,7,11,NA,NA,Orchidaceae,Collabium,CB
Collabium formosanum,Ì¨ÍåÎÇÀ¼,5,9,NA,NA,Orchidaceae,Collabium,CB
Colocasia esculentum var. antiquorum,Ò°Óó,NA,NA,NA,NA,Araceae,Colocasia,CB
Colubrina asiatica,ÉßÌÙ,6,9,9,12,Rhamnaceae,Colubrina,WD
Comanthosphace japonica,ÌìÈË²İ,8,9,10,11,Lamiaceae,Comanthosphace,CB
Combretum alfredii,·ç³µ×Ó,5,8,7,12,Combretaceae,Combretum,WD
Combretum punctatum var. squamosum,Ë®ÃÜ»¨,3,4,4,7,Combretaceae,Combretum,WD
Commelina auriculata,¶ú°úÑ¼õÅ²İ,8,10,10,4,Commelinaceae,Commelina,CB
Commelina benghalensis,·¹°ü²İ,6,11,NA,NA,Commelinaceae,Commelina,CB
Commelina communis,Ñ¼õÅ²İ,NA,NA,NA,NA,Commelinaceae,Commelina,CB
Commelina diffusa,½Ú½Ú²İ,5,11,5,11,Commelinaceae,Commelina,CB
Commelina paludosa,´ó°úÑ¼õÅ²İ,8,10,10,4,Commelinaceae,Commelina,CB
Conyza aegyptiaca,°£¼°°×¾Æ²İ,NA,NA,NA,NA,Asteraceae,Conyza,CB
Conyza bonariensis,ÏãË¿²İ,5,10,NA,NA,Asteraceae,Conyza,CB
Conyza canadensis,Ğ¡Åî²İ,5,9,NA,NA,Asteraceae,Conyza,CB
Conyza leucantha,Õ³Ã«°×¾Æ²İ,9,12,NA,NA,Asteraceae,Conyza,CB
Conyza sumatrensis,ËÕÃÅ°×¾Æ²İ,5,10,NA,NA,Asteraceae,Conyza,CB
Coptis chinensis,»ÆÁ¬,2,3,4,6,Ranunculaceae,Coptis,CB
Coptis chinensis var. brevisepala,¶Ìİà»ÆÁ¬,NA,NA,5,5,Ranunculaceae,Coptis,CB
Coptis teeta,ÔÆÄÏ»ÆÁ¬,NA,NA,NA,NA,Ranunculaceae,Coptis,CB
Coptosapelta diffusa,Á÷ËÕ×Ó,5,7,5,12,Rubiaceae,Coptosapelta,WD
Corchoropsis crenata,ÌïÂé,NA,NA,9,11,Tiliaceae,Corchoropsis,CB
Corchorus aestuans,ÌğÂé,6,8,NA,NA,Tiliaceae,Corchorus,CB
Cordia dichotoma,¶şÆçÆÆ²¼Ä¾,2,4,6,8,Boraginaceae,Cordia,WD
Cornus austrosinensis,»ªÄÏ—…Ä¾,6,7,12,12,Cornaceae,Cornus,WD
Cornus capitata,Í·×´ËÄÕÕ»¨,5,7,9,11,Cornaceae,Cornus,WD
Cornus chinensis,´¨¶õÉ½ÜïİÇ,4,4,9,9,Cornaceae,Cornus,WD
Cornus elliptica,¼âÒ¶ËÄÕÕ»¨,6,7,10,11,Cornaceae,Cornus,WD
Cornus hongkongensis,Ïã¸ÛËÄÕÕ»¨,4,6,10,12,Cornaceae,Cornus,WD
Cornus hongkongensis subsp. ferruginea,ºÖÃ«ËÄÕÕ»¨,6,6,10,12,Cornaceae,Cornus,WD
Cornus walteri,Ã«—…,5,5,9,9,Cornaceae,Cornus,WD
Cornus wilsoniana,¹âÆ¤—…Ä¾,5,5,9,11,Cornaceae,Cornus,WD
Coronopus didymus,³ôÜù,3,3,4,5,Brassicaceae,Coronopus,CB
Corsiopsis chinensis,ÖĞ»ª°×Óñô¢,NA,NA,NA,NA,Corsiaceae,Corsiopsis,CB
Corydalis balansae,±±Ô½×ÏİÀ,5,8,5,8,Papaveraceae,Corydalis,CB
Corydalis chanetii,¸·Æ½»ÆİÀ,NA,NA,NA,NA,Papaveraceae,Corydalis,CB
Corydalis racemosa,Ğ¡»¨»ÆİÀ,3,7,3,7,Papaveraceae,Corydalis,CB
Corydalis sheareri,µØ½õÃç,2,5,2,5,Papaveraceae,Corydalis,CB
Corylopsis multiflora,ÈğÄ¾,4,5,NA,NA,Hamamelidaceae,Corylopsis,WD
Corylopsis sinensis,À¯°ê»¨,4,5,NA,NA,Hamamelidaceae,Corylopsis,WD
Corylopsis sinensis var. calvescens,ÍºÀ¯°ê»¨,4,7,7,9,Hamamelidaceae,Corylopsis,WD
Corylopsis veitchiana,ºìÒ©À¯°ê»¨,4,6,6,8,Hamamelidaceae,Corylopsis,WD
Cosmos bipinnata,ÇïÓ¢,6,8,9,10,Asteraceae,Cosmos,CB
Costus speciosus,±ÕÇÊ½ª,7,9,9,11,Costaceae,Costus,CB
Costus tonkinensis,¹âÒ¶±ÕÇÊ½ª,8,8,9,11,Costaceae,Costus,CB
Cotula anthemoides,Ü¾İ´¾Õ,9,3,9,3,Asteraceae,Cotula,CB
Craibiodendron scleranthum var. kwangtungense,¹ã¶«¼ÙÄ¾ºÉ,5,6,7,8,Ericaceae,Craibiodendron,WD
Craibiodendron stellatum,¼ÙÄ¾ºÉ,7,7,12,12,Ericaceae,Craibiodendron,WD
Crataegus cuneata,Ò°É½é«,5,6,9,11,Rosaceae,Crataegus,WD
Crateva magna,É³ÀæÄ¾,3,4,8,9,Capparaceae,Crateva,WD
Crateva religiosa,ÓãÄ¾,3,5,7,8,Capparaceae,Crateva,WD
Crateva trifoliata,¶ÛÒ¶ÓãÄ¾,3,5,8,9,Capparaceae,Crateva,WD
Crateva unilocularis,Ê÷Í·²Ë,3,7,7,8,Capparaceae,Crateva,WD
Cratoxylum cochinchinense,»ÆÅ£Ä¾,3,9,5,12,Clusiaceae,Cratoxylum,WD
Crawfurdia pricei,¸£½¨ÂûÁúµ¨,10,12,10,12,Gentianaceae,Crawfurdia,CB
Cremastra appendiculata,¶Å¾éÀ¼,5,6,9,12,Orchidaceae,Cremastra,CB
Crepidiastrum denticulatum,»Æ¹Ï¼Ù»¹Ñô²Î,5,11,5,11,Asteraceae,NA,NA
Crepidiastrum sonchifolium,¼âÁÑ¼Ù»¹Ñô²Î,8,9,8,9,Asteraceae,NA,NA
Crepis lignea,ÂÌ¾¥»¹Ñô²Î,4,8,4,8,Asteraceae,Crepis,CB
Crinum asiaticum var. sinicum,ÎÄÊâÀ¼,6,8,NA,NA,Amaryllidaceae,Crinum,CB
Crotalaria albida,ÏìÁå¶¹,5,12,5,12,Fabaceae,Crotalaria,CB
Crotalaria assamica,´óÖíÊº¶¹,5,12,5,12,Fabaceae,Crotalaria,CB
Crotalaria calycina,³¤İàÖíÊº¶¹,6,12,6,12,Fabaceae,Crotalaria,CB
Crotalaria chinensis,ÖĞ¹úÖíÊº¶¹,6,12,6,12,Fabaceae,Crotalaria,CB
Crotalaria ferruginea,¼ÙµØÀ¼,6,12,6,12,Fabaceae,Crotalaria,CB
Crotalaria linifolia,ÏßÒ¶ÖíÊº¶¹,5,10,8,12,Fabaceae,Crotalaria,CB
Crotalaria medicaginea,¼ÙÜÙŞ£,8,12,8,12,Fabaceae,Crotalaria,CB
Crotalaria retusa,µõÈ¹²İ,10,4,10,4,Fabaceae,Crotalaria,CB
Crotalaria sessiliflora,Ò°°ÙºÏ,5,2,5,2,Fabaceae,Crotalaria,CB
Crotalaria uncinella,Çò¹ûÖíÊº¶¹,8,12,8,12,Fabaceae,Crotalaria,CB
Crotalaria verrucosa,¶àğàÖíÊº¶¹,8,12,NA,NA,Fabaceae,Crotalaria,CB
Croton cascarilloides,ÒøÒ¶°Í¶¹,1,12,NA,NA,Euphorbiaceae,Croton,WD
Croton crassifolius,¼¦¹ÇÏã,11,6,NA,NA,Euphorbiaceae,Croton,WD
Croton dinghuensis,¶¦ºş°Í¶¹,5,6,7,10,Euphorbiaceae,Croton,WD
Croton euryphyllus,Ê¯É½°Í¶¹,3,5,6,9,Euphorbiaceae,Croton,WD
Croton lachnocarpus,Ã«¹û°Í¶¹,4,6,7,9,Euphorbiaceae,NA,NA
Croton lauioides,é­ÂÌ°Í¶¹,6,12,NA,NA,Euphorbiaceae,NA,NA
Croton purpurascens,µ­×ÏÃ«°Í¶¹,5,7,5,7,Euphorbiaceae,Croton,WD
Croton tiglium,°Í¶¹,4,6,NA,NA,Euphorbiaceae,Croton,WD
Cryptocarya chinensis,ºñ¿Ç¹ğ,4,5,8,12,Lauraceae,Cryptocarya,WD
Cryptocarya chingii,Ó²¿Ç¹ğ,6,10,9,3,Lauraceae,Cryptocarya,WD
Cryptocarya concinna,»Æ¹ûºñ¿Ç¹ğ,3,5,6,12,Lauraceae,Cryptocarya,WD
Cryptocarya densiflora,´Ô»¨ºñ¿Ç¹ğ,4,6,7,11,Lauraceae,Cryptocarya,WD
Cryptocarya kwangtungensis,¹ã¶«ºñ¿Ç¹ğ,NA,NA,7,7,Lauraceae,Cryptocarya,WD
Cryptocarya maclurei,°×±³ºñ¿Ç¹ğ,NA,NA,8,2,Lauraceae,Cryptocarya,WD
Cryptocarya metcalfiana,³¤Ğòºñ¿Ç¹ğ,3,5,6,12,Lauraceae,Cryptocarya,WD
Cryptocarya tsangii,ºì±úºñ¿Ç¹ğ,NA,NA,8,10,Lauraceae,Cryptocarya,WD
Cryptocoryne crispatula,Òş°ô»¨,11,12,NA,NA,Araceae,Cryptocoryne,CB
Cryptocoryne retrospiralis,Ğı°úÒş°ô»¨,11,11,NA,NA,Araceae,Cryptocoryne,CB
Cryptolepis sinensis,°×Ò¶ÌÙ,4,9,6,2,Asclepiadaceae,Cryptolepis,WD
Cryptostylis arachnites,ÒşÖùÀ¼,5,6,NA,NA,Orchidaceae,Cryptostylis,CB
Curculigo breviscapa,¶ÌİãÏÉÃ©,4,4,6,6,Amaryllidaceae,Curculigo,CB
Curculigo capitulata,´óÒ¶ÏÉÃ©,5,6,8,9,Amaryllidaceae,Curculigo,CB
Curculigo glabrescens,¹âÒ¶ÏÉÃ©,4,5,8,9,Amaryllidaceae,Curculigo,CB
Curculigo orchioides,ÏÉÃ©,4,5,8,9,Amaryllidaceae,Curculigo,CB
Curcuma aromatica,Óô½ğ,4,6,NA,NA,Zingiberaceae,Curcuma,CB
Curcuma kwangsiensis,¹ãÎ÷İ­Êõ,5,7,NA,NA,Zingiberaceae,Curcuma,CB
Curcuma phaeocaulis,İ­Êõ,4,6,NA,NA,Zingiberaceae,Curcuma,CB
Cyanotis arachnoidea,ÖëË¿Ã«À¶¶ú²İ,5,9,10,10,Commelinaceae,Cyanotis,CB
Cyanotis axillaris,ÇÊ°ú»¨,3,5,NA,NA,Commelinaceae,Cyanotis,CB
Cyanotis cristata,ËÄ¿×²İ,7,8,9,10,Commelinaceae,Cyanotis,CB
Cyanotis loureiroana,É³µØÀ¶¶ú²İ,12,2,NA,NA,Commelinaceae,Cyanotis,CB
Cyanotis vaga,À¶¶ú²İ,7,9,10,10,Commelinaceae,Cyanotis,CB
Cyathocline purpurea,±­¾Õ,1,12,1,12,Asteraceae,Cyathocline,CB
Cyathula prostrata,±­ÜÈ,4,12,4,12,Amaranthaceae,Cyathula,CB
Cyclea barbata,Ã«Ò¶ÂÖ»·ÌÙ,9,11,12,2,Menispermaceae,Cyclea,CB
Cyclea gracillima,ÏËÏ¸ÂÖ»·ÌÙ,4,8,NA,NA,Menispermaceae,Cyclea,CB
Cyclea hypoglauca,·ÛÒ¶ÂÖ»·ÌÙ,6,8,9,11,Menispermaceae,Cyclea,WD
Cyclea racemosa,ÂÖ»·ÌÙ,4,5,8,8,Menispermaceae,Cyclea,CB
Cyclea sutchuenensis,ËÄ´¨ÂÖ»·ÌÙ,6,11,9,11,Menispermaceae,Cyclea,CB
Cyclobalanopsis argyrotricha,¹óÖİÇà¸Ô,NA,NA,NA,NA,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis bella,éÄÀÆÇà¸Ô,2,4,6,12,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis blakei,èİ×ÓÇà¸Ô,3,3,10,12,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis championii,ÁëÄÏÇà¸Ô,12,3,11,2,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis chungii,¸£½¨Çà¸Ô,4,5,10,11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis delicatula,ÉÏË¼Çà¸Ô,4,8,8,12,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis dinghuensis,¶¦ºşÇà¸Ô,3,12,12,10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis disciformis,µú¶·Çà¸Ô,3,4,8,12,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis fleuryi,·¹êµÇà¸Ô,3,4,8,12,Fagaceae,Cyclobalanopsis,WD
