scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Hypericum augustinii,ÎŞ±ú½ğË¿ÌÒ,9,10,11,11,Hypericum,Clusiaceae,WD
Hypericum beanii,ÔÔÑí»¨,5,7,8,9,Hypericum,Clusiaceae,WD
Hypericum bellum,ÃÀÀö½ğË¿ÌÒ,6,7,9,9,Hypericum,Clusiaceae,WD
Hypericum chosianum,¶àÈï½ğË¿ÌÒ,NA,NA,NA,NA,NA,Clusiaceae,WD
Hypericum elatoides,áªÉ½½ğË¿ÌÒ,5,7,7,8,NA,Clusiaceae,WD
Hypericum elodeoides,Í¦¾¥±éµØ½ğ,7,8,9,10,Hypericum,Clusiaceae,CB
Hypericum erectum,Ğ¡Á¬ÇÌ,7,8,8,9,Hypericum,Clusiaceae,CB
Hypericum henryi,Î÷ÄÏ½ğË¿Ã·,5,7,8,10,Hypericum,Clusiaceae,WD
Hypericum henryi subsp. uraloides,áº½­½ğË¿Ã·,NA,NA,NA,NA,NA,Clusiaceae,WD
Hypericum himalaicum,Î÷²Ø½ğË¿ÌÒ,7,8,9,9,Hypericum,Clusiaceae,CB
Hypericum hookerianum,¶ÌÖù½ğË¿ÌÒ,7,8,9,9,Hypericum,Clusiaceae,WD
Hypericum japonicum,µØ¶ú²İ,3,3,6,10,Hypericum,Clusiaceae,CB
Hypericum kingdonii,²ìÓçÍ¨µØ½ğ,NA,NA,NA,NA,NA,Clusiaceae,CB
Hypericum latisepalum,¿íİà½ğË¿ÌÒ,6,10,9,11,NA,Clusiaceae,WD
Hypericum ludlowii,µá²Ø±éµØ½ğ,7,7,7,8,NA,Clusiaceae,CB
Hypericum monanthemum,µ¥»¨±éµØ½ğ,7,8,9,10,Hypericum,Clusiaceae,CB
Hypericum monanthemum subsp. filicaule,ÏË¾¥±éµØ½ğ,NA,NA,NA,NA,NA,Clusiaceae,CB
Hypericum monogynum,½ğË¿ÌÒ,5,8,8,9,NA,Clusiaceae,WD
Hypericum patulum,½ğË¿Ã·,5,9,7,10,NA,Clusiaceae,WD
Hypericum petiolulatum,¶Ì±úĞ¡Á¬ÇÌ,7,8,9,10,Hypericum,Clusiaceae,CB
Hypericum pseudohenryi,±±ÔÔÑí»¨,7,8,9,9,Hypericum,Clusiaceae,WD
Hypericum reptans,ÙéÖ¦½ğË¿ÌÒ,7,8,9,10,Hypericum,Clusiaceae,WD
Hypericum uralum,³×İà½ğË¿ÌÒ,6,7,8,10,Hypericum,Clusiaceae,WD
Hypericum wightianum,±éµØ½ğ,7,8,9,9,Hypericum,Clusiaceae,CB
Hypoestes triflora,Èı»¨Ç¹µ¶Ò©,7,9,9,1,NA,Acanthaceae,CB
Hypoxis aurea,Ğ¡½ğÃ·²İ,NA,NA,NA,NA,NA,Amaryllidaceae,CB
Hyptianthera stricta,²ØÒ©Ä¾,4,8,8,2,Hyptianthera,Rubiaceae,WD
Hystrix duthiei,â¬²İ,5,8,5,8,Hystrix,Poaceae,CB
Ianhedgea minutiflora,İã½æ,5,8,6,8,NA,Brassicaceae,CB
Ilex atrata,ºÚ¹û¶¬Çà,NA,NA,6,7,NA,Aquifoliaceae,WD
Ilex atrata var. wangii,³¤¹£ºÚ¹û¶¬Çà,NA,NA,NA,NA,NA,Aquifoliaceae,WD
Ilex ciliospinosa,ÏË³İèÛ¹Ç,4,5,7,7,Ilex,Aquifoliaceae,WD
Ilex cyrtura,ÍäÎ²¶¬Çà,4,4,6,9,Ilex,Aquifoliaceae,WD
Ilex delavayi,ÏİÂö¶¬Çà,3,7,8,11,NA,Aquifoliaceae,WD
Ilex dicarpa,Ë«¹û¶¬Çà,NA,NA,8,8,NA,Aquifoliaceae,WD
Ilex dipyrena,Ë«ºËèÛ¹Ç,4,7,10,12,Ilex,Aquifoliaceae,WD
Ilex fragilis,±¡Ò¶¶¬Çà,5,6,9,10,Ilex,Aquifoliaceae,WD
Ilex fragilis f. kingii,Ã«±¡Ò¶¶¬Çà,NA,NA,NA,NA,NA,Aquifoliaceae,WD
Ilex hookeri,¹±É½¶¬Çà,5,5,10,11,Ilex,Aquifoliaceae,WD
Ilex intricata,´íÖ¦¶¬Çà,6,7,8,11,Ilex,Aquifoliaceae,WD
Ilex longecaudata,³¤Î²¶¬Çà,7,7,8,8,Ilex,Aquifoliaceae,WD
Ilex medogensis,Ä«ÍÑ¶¬Çà,NA,NA,9,9,NA,Aquifoliaceae,WD
Ilex melanotricha,ºÚÃ«¶¬Çà,5,6,10,11,Ilex,Aquifoliaceae,WD
Ilex miguensis,Ã×¹È¶¬Çà,NA,NA,NA,NA,NA,Aquifoliaceae,WD
Ilex nothofagifolia,Ğ¡Ô²Ò¶¶¬Çà,7,8,8,9,Ilex,Aquifoliaceae,WD
Ilex perryana,ÖåÒ¶¶¬Çà,6,7,9,11,Ilex,Aquifoliaceae,WD
Ilex polyneura,¶àÂö¶¬Çà,5,6,10,11,Ilex,Aquifoliaceae,WD
Ilex rockii,¸ßÉ½¶¬Çà,5,6,7,9,Ilex,Aquifoliaceae,WD
Ilex sikkimensis,Îı½ğ¶¬Çà,6,7,10,12,Ilex,Aquifoliaceae,WD
Ilex szechwanensis,ËÄ´¨¶¬Çà,5,6,8,10,Ilex,Aquifoliaceae,WD
Ilex venulosa,Î¢Âö¶¬Çà,3,4,6,12,Ilex,Aquifoliaceae,WD
Ilex xizangensis,Î÷²Ø¶¬Çà,7,7,NA,NA,Ilex,Aquifoliaceae,WD
Ilex yuiana,¶ÀÁú¶¬Çà,5,5,7,11,Ilex,Aquifoliaceae,WD
Ilex yunnanensis,ÔÆÄÏ¶¬Çà,5,6,8,10,Ilex,Aquifoliaceae,WD
Illicium burmanicum,ÖĞÃå°Ë½Ç,4,11,8,8,NA,Illiciaceae,WD
Illicium griffithii,Î÷²Ø°Ë½Ç,4,5,10,12,NA,Illiciaceae,WD
Illicium wardii,¹±É½°Ë½Ç,3,3,7,9,Illicium,Illiciaceae,WD
Impatiens amplexicaulis,±§¾¥·ïÏÉ»¨,7,8,8,9,Impatiens,Balsaminaceae,CB
Impatiens apsotis,´¨Î÷·ïÏÉ»¨,6,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens arguta,Èñ³İ·ïÏÉ»¨,7,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens bahanensis,°×ººÂå·ïÏÉ»¨,7,8,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens bicornuta,Ë«½Ç·ïÏÉ»¨,6,8,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens bracteata,½Ş°ú·ïÏÉ»¨,8,9,10,10,NA,Balsaminaceae,CB
Impatiens ceratophora,¾ß½Ç·ïÏÉ»¨,8,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens chimiliensis,¸ßÀè¹±É½·ïÏÉ»¨,9,9,10,10,Impatiens,Balsaminaceae,CB
Impatiens conaensis,´íÄÇ·ïÏÉ»¨,7,8,NA,NA,NA,Balsaminaceae,CB
Impatiens crassicaudex,´Ö¾¥·ïÏÉ»¨,9,9,9,9,Impatiens,Balsaminaceae,CB
Impatiens cristata,Î÷²Ø·ïÏÉ»¨,7,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens cymbifera,ÖÛ×´·ïÏÉ»¨,8,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens delavayi,¶úÒ¶·ïÏÉ»¨,7,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens drepanophora,Á­İà·ïÏÉ»¨,8,8,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens falcifer,Á­°ê·ïÏÉ»¨,8,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens fragicolor,²İİ®·ïÏÉ»¨,7,8,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens infirma,´àÈõ·ïÏÉ»¨,7,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens lecomtei,µáÎ÷±±·ïÏÉ»¨,8,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens linghziensis,ÁÖÖ¥·ïÏÉ»¨,6,7,NA,NA,NA,Balsaminaceae,CB
Impatiens longipes,³¤¹£·ïÏÉ»¨,NA,NA,9,9,NA,Balsaminaceae,CB
Impatiens margaritifera,ÎŞ¾à·ïÏÉ»¨,7,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens margaritifera var. humilis,°«Ğ¡ÎŞ¾à·ïÏÉ»¨,NA,NA,NA,NA,NA,Balsaminaceae,CB
Impatiens margaritifera var. purpurascens,×Ï»¨ÎŞ¾à·ïÏÉ»¨,NA,NA,NA,NA,NA,Balsaminaceae,CB
Impatiens martinii,³İ°ú·ïÏÉ»¨,7,9,8,10,Impatiens,Balsaminaceae,CB
Impatiens microcentra,Ğ¡¾à·ïÏÉ»¨,8,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens nubigena,¸ßÉ½·ïÏÉ»¨,8,8,9,9,Impatiens,Balsaminaceae,CB
Impatiens nyimana,Ã×ÁÖ·ïÏÉ»¨,6,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens puberula,ÈáÃ«·ïÏÉ»¨,6,7,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens purpurea,×Ï»¨·ïÏÉ»¨,8,9,10,10,Impatiens,Balsaminaceae,CB
Impatiens racemosa,×Ü×´·ïÏÉ»¨,6,8,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens racemosa var. ecalcarata,ÎŞ¾à×Ü×´·ïÏÉ»¨,NA,NA,NA,NA,NA,Balsaminaceae,CB
Impatiens radiata,·øÉä·ïÏÉ»¨,8,9,NA,NA,NA,Balsaminaceae,CB
Impatiens rectangula,Ö±½Ç·ïÏÉ»¨,9,10,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens scabrida,²ÚÃ«·ïÏÉ»¨,7,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens serrata,²ØÄÏ·ïÏÉ»¨,7,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens sulcata,²Û¾¥·ïÏÉ»¨,8,9,8,9,Impatiens,Balsaminaceae,CB
Impatiens tenuibracteata,Ä¤°ú·ïÏÉ»¨,8,8,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens thomsonii,²ØÎ÷·ïÏÉ»¨,8,9,8,9,NA,Balsaminaceae,CB
Impatiens tuberculata,Áö¹û·ïÏÉ»¨,8,9,NA,NA,Impatiens,Balsaminaceae,CB
Impatiens urticifolia,İ¡ÂéÒ¶·ïÏÉ»¨,6,8,NA,NA,Impatiens,Balsaminaceae,CB
Imperata cylindrica var. major,´ó°×Ã©,NA,NA,NA,NA,NA,Poaceae,CB
Incarvillea altissima,¸ß²¨ÂŞ»¨,7,8,9,11,Incarvillea,Bignoniaceae,CB
Incarvillea arguta,Á½Í·Ã«,3,7,9,12,Incarvillea,Bignoniaceae,CB
Incarvillea arguta var. longipedicellata,³¤¹£Á½Í·Ã«,5,7,9,12,NA,Bignoniaceae,CB
Incarvillea beresowskii,ËÄ´¨²¨ÂŞ»¨,5,6,7,10,Incarvillea,Bignoniaceae,CB
Incarvillea compacta,ÃÜÉú²¨ÂŞ»¨,5,7,8,12,Incarvillea,Bignoniaceae,CB
Incarvillea delavayi,ºì²¨ÂŞ»¨,7,7,NA,NA,Incarvillea,Bignoniaceae,CB
Incarvillea forrestii,µ¥Ò¶²¨ÂŞ»¨,5,7,8,11,Incarvillea,Bignoniaceae,CB
Incarvillea lutea,»Æ²¨ÂŞ»¨,5,8,9,11,Incarvillea,Bignoniaceae,CB
Incarvillea mairei,¼¦Èâ²Î,5,7,9,11,Incarvillea,Bignoniaceae,CB
Incarvillea mairei var. grandiflora,´ó»¨¼¦Èâ²Î,6,7,7,9,NA,Bignoniaceae,CB
Incarvillea sinensis,½Çİï,5,9,10,11,Incarvillea,Bignoniaceae,CB
Incarvillea younghusbandii,²Ø²¨ÂŞ»¨,6,7,8,10,NA,Bignoniaceae,CB
Indigofera atropurpurea,×ÏÉîÄ¾À¶,8,10,8,10,NA,Fabaceae,WD
Indigofera balfouriana,Àö½­Ä¾À¶,4,7,7,9,Indigofera,Fabaceae,WD
Indigofera bracteata,°úÒ¶Ä¾À¶,5,7,NA,NA,Indigofera,Fabaceae,WD
Indigofera calcicola,»ÒÑÒÄ¾À¶,7,7,8,8,Indigofera,Fabaceae,WD
Indigofera cylindracea,Í²¹ûÄ¾À¶,5,7,7,9,NA,Fabaceae,WD
Indigofera hebepetala var. glabra,¹âÒ¶Ã«°êÄ¾À¶,6,7,7,10,NA,Fabaceae,WD
Indigofera henryi,³¤¹£Ä¾À¶,8,9,10,11,Indigofera,Fabaceae,WD
Indigofera heterantha,Òì»¨Ä¾À¶,4,7,7,10,Indigofera,Fabaceae,WD
Indigofera lenticellata,áº¹ÈÄ¾À¶,5,7,9,10,Indigofera,Fabaceae,WD
Indigofera mairei,Î÷ÄÏÄ¾À¶,5,6,7,8,NA,Fabaceae,WD
Indigofera nigrescens,ºÚÒ¶Ä¾À¶,6,9,9,10,Indigofera,Fabaceae,WD
Indigofera pendula,´¹ĞòÄ¾À¶,6,8,9,10,Indigofera,Fabaceae,WD
Indigofera pseudotinctoria,Âí¼¬,5,8,9,10,Indigofera,Fabaceae,WD
Indigofera reticulata,ÍøÒ¶Ä¾À¶,5,7,9,12,Indigofera,Fabaceae,WD
Indigofera rigioclada,Ó²Ò¶Ä¾À¶,5,5,7,9,Indigofera,Fabaceae,WD
Indigofera silvestrii,´ÌĞòÄ¾À¶,6,7,8,10,Indigofera,Fabaceae,WD
Indigofera souliei,¿µ¶¨Ä¾À¶,7,7,8,9,Indigofera,Fabaceae,WD
Indigofera szechuensis,ËÄ´¨Ä¾À¶,5,6,7,10,Indigofera,Fabaceae,WD
Indigofera wilsonii,´ó»¨Ä¾À¶,5,6,NA,NA,Indigofera,Fabaceae,WD
Indofevillea khasiana,²Ø¹Ï,8,8,8,8,Indofevillea,Cucurbitaceae,WD
Inula cappa,Ñò¶ú¾Õ,6,10,8,12,Inula,Asteraceae,WD
Inula eupatorioides,ÔóÀ¼Ñò¶ú¾Õ,7,7,NA,NA,NA,Asteraceae,CB
Inula hookeri,ĞâÃ«Ğı¸²»¨,7,10,10,10,NA,Asteraceae,CB
Inula racemosa,×Ü×´ÍÁÄ¾Ïã,8,9,9,9,NA,Asteraceae,CB
Inula rhizocephaloides,ÄâÑòÑÛ»¨,NA,NA,NA,NA,NA,Asteraceae,CB
Ipomoea biflora,Ã«Ç£Å£,NA,NA,NA,NA,NA,Convolvulaceae,CB
Ipomoea hirtifolia,´ÖÃ«ÊíÌÙ,7,7,NA,NA,NA,Convolvulaceae,CB
Iris bulleyana,Î÷ÄÏğ°Î²,6,7,8,11,Iris,Iridaceae,CB
Iris chrysographes,½ğÂöğ°Î²,6,7,8,10,NA,Iridaceae,CB
Iris clarkei,Î÷²Øğ°Î²,6,7,8,9,Iris,Iridaceae,CB
Iris collettii,¸ßÔ­ğ°Î²,5,6,7,8,Iris,Iridaceae,CB
Iris cuniculiformis,´óÈñ¹ûğ°Î²,5,7,6,8,NA,Iridaceae,CB
Iris decora,Äá²´¶ûğ°Î²,6,6,7,8,Iris,Iridaceae,CB
Iris delavayi,³¤İãğ°Î²,5,7,8,10,Iris,Iridaceae,CB
Iris goniocarpa,Èñ¹ûğ°Î²,5,6,6,8,Iris,Iridaceae,CB
Iris japonica,ºûµû»¨,3,4,5,6,NA,Iridaceae,CB
Iris kemaonensis,¿âÃÅğ°Î²,NA,NA,NA,NA,NA,Iridaceae,CB
Iris lactea,°×»¨Âíİş,5,6,6,9,Iris,Iridaceae,CB
Iris lactea var. chrysantha,»Æ»¨Âíİş,NA,NA,NA,NA,NA,Iridaceae,CB
Iris latistyla,¿íÖùğ°Î²,5,6,7,9,Iris,Iridaceae,CB
Iris loczyi,ÌìÉ½ğ°Î²,5,6,7,9,Iris,Iridaceae,CB
Iris milesii,ºì»¨ğ°Î²,4,5,6,8,Iris,Iridaceae,CB
Iris potaninii,¾íÇÊğ°Î²,5,6,7,9,Iris,Iridaceae,CB
Iris potaninii var. ionantha,À¶»¨¾íÇÊğ°Î²,NA,NA,NA,NA,NA,Iridaceae,CB
Iris ruthenica,×Ï°úğ°Î²,4,5,6,7,Iris,Iridaceae,CB
Iris tectorum,ğ°Î²,4,5,7,8,NA,Iridaceae,CB
Iris tenuifolia,Ï¸Ò¶ğ°Î²,4,5,8,9,Iris,Iridaceae,CB
Iris wattii,ÉÈĞÎğ°Î²,4,5,6,8,Iris,Iridaceae,CB
Isachne albens,°×»¨ÁøÒ¶óè,6,11,6,11,NA,Poaceae,CB
Isachne clarkei,Ğ¡ÁøÒ¶óè,7,11,7,11,NA,Poaceae,CB
Isachne globosa,ÁøÒ¶óè,6,11,6,11,NA,Poaceae,CB
Isachne himalaica,Ï²ÂíÀ­ÑÅÁøÒ¶óè,NA,NA,NA,NA,NA,Poaceae,CB
Isachne scabrosa,²ÚÁøÒ¶óè,NA,NA,NA,NA,NA,Poaceae,CB
Isachne sikkimensis,Îı½ğÁøÒ¶óè,NA,NA,NA,NA,NA,Poaceae,CB
Isodon calcicolus,»ÒÑÒÏã²è²Ë,9,10,10,11,Isodon,Lamiaceae,CB
Isodon coetsa,Ï¸×¶Ïã²è²Ë,10,2,10,2,Isodon,Lamiaceae,CB
Isodon grandifolius,´óÒ¶Ïã²è²Ë,9,9,NA,NA,NA,Lamiaceae,WD
Isodon grandifolius var. atuntzeensis,µÂÇÕ´óÒ¶Ïã²è²Ë,NA,NA,NA,NA,NA,Lamiaceae,WD
Isodon hispidus,¸ÕÃ«Ïã²è²Ë,10,11,10,11,Isodon,Lamiaceae,CB
Isodon irroratus,Â¶ÖéÏã²è²Ë,7,8,8,10,Isodon,Lamiaceae,WD
Isodon leucophyllus,°×Ò¶Ïã²è²Ë,7,10,10,11,Isodon,Lamiaceae,WD
Isodon lophanthoides,ÏßÎÆÏã²è²Ë,8,12,8,12,Isodon,Lamiaceae,CB
Isodon lophanthoides var. gerardianus,ÏÁ»ùÏßÎÆÏã²è²Ë,NA,NA,NA,NA,NA,Lamiaceae,CB
Isodon loxothyrsus,Íä×¶Ïã²è²Ë,7,10,8,11,Isodon,Lamiaceae,WD
Isodon megathyrsus,´ó×¶Ïã²è²Ë,8,9,10,10,Isodon,Lamiaceae,CB
Isodon oresbius,É½µØÏã²è²Ë,7,9,NA,NA,Isodon,Lamiaceae,WD
Isodon parvifolius,Ğ¡Ò¶Ïã²è²Ë,6,10,7,11,Isodon,Lamiaceae,WD
Isodon pharicus,´¨²ØÏã²è²Ë,7,9,7,9,NA,Lamiaceae,WD
Isodon pleiophyllus,¶àÒ¶Ïã²è²Ë,6,8,9,9,Isodon,Lamiaceae,WD
Isodon rugosus,ÖåÒ¶Ïã²è²Ë,7,9,8,10,NA,Lamiaceae,WD
Isodon scrophularioides,¿í»¨Ïã²è²Ë,7,10,9,10,Isodon,Lamiaceae,CB
Isodon sculponeatus,»Æ»¨Ïã²è²Ë,8,10,10,11,NA,Lamiaceae,CB
Isodon smithianus,Âí¶û¿µÏã²è²Ë,7,9,NA,NA,Isodon,Lamiaceae,WD
Isodon wardii,Î÷²ØÏã²è²Ë,7,7,NA,NA,NA,Lamiaceae,WD
Isodon weisiensis,Î¬Î÷Ïã²Ë²Ë,8,9,9,10,Isodon,Lamiaceae,CB
Isodon wikstroemioides,Üé»¨Ïã²è²Ë,8,10,8,10,NA,Lamiaceae,WD
Isoglossa collina,²æĞò²İ,8,11,NA,NA,NA,Acanthaceae,CB
Isolepis setacea,Ï¸İ¸,6,8,6,8,Isolepis,Cyperaceae,CB
Itea chinensis,Êó´Ì,3,5,5,12,Itea,Saxifragaceae,WD
Itea kiukiangensis,Ù´½­Êó´Ì,7,9,7,9,Itea,Saxifragaceae,WD
Itea macrophylla,´óÒ¶Êó´Ì,4,6,4,6,Itea,Saxifragaceae,WD
Itea yunnanensis,µáÊó´Ì,5,12,5,12,Itea,Saxifragaceae,WD
Iteadaphne caudata,ÏãÃæÒ¶,10,4,3,10,Iteadaphne,Lauraceae,WD
Ixeridium aculeolatum,´ÌÖêĞ¡¿àİ¤,9,9,9,9,NA,Asteraceae,CB
Ixeridium chinense,ÖĞ»ªĞ¡¿àİ¤,6,8,6,8,NA,Asteraceae,CB
Ixeridium gracile,Ï¸Ò¶Ğ¡¿àİ¤,6,8,3,10,Ixeridium,Asteraceae,CB
Ixeridium gramineum,Õ­Ò¶Ğ¡¿àİ¤,3,9,3,9,Ixeridium,Asteraceae,CB
Ixeridium graminifolium,Ë¿Ò¶Ğ¡¿àİ¤,6,8,6,8,Ixeridium,Asteraceae,CB
Ixora subsessilis,ÄÒ¹ûÁú´¬»¨,NA,NA,7,7,NA,Rubiaceae,WD
Jaeschkea canaliculata,¿íİà¿ÚÒ©»¨,7,7,NA,NA,Jaeschkea,Gentianaceae,CB
Jaeschkea microsperma,Ğ¡×Ñ¿ÚÒ©»¨,9,9,9,9,Jaeschkea,Gentianaceae,CB
Jasminum dispermum,Ë«×ÓËØÜ°,3,6,8,4,Jasminum,Oleaceae,WD
Jasminum grandiflorum,ËØÜ°»¨,8,10,NA,NA,Jasminum,Oleaceae,WD
Jasminum humile,°«Ì½´º,5,7,9,9,NA,Oleaceae,WD
Jasminum humile var. microphyllum,ÏÁÒ¶°«Ì½´º,NA,NA,NA,NA,NA,Oleaceae,WD
Jasminum lanceolarium,ÇåÏãÌÙ,4,10,6,3,Jasminum,Oleaceae,WD
Jasminum nervosum,ÇàÌÙ×Ğ,3,7,4,10,Jasminum,Oleaceae,WD
Jasminum nudiflorum,Ó­´º»¨,NA,NA,NA,NA,NA,Oleaceae,WD
Jasminum nudiflorum var. pulvinatum,µæ×´Ó­´º,4,9,5,9,NA,Oleaceae,WD
Jasminum officinale,ËØ·½»¨,6,7,7,8,NA,Oleaceae,WD
Jasminum officinale var. piliferum,¾ßÃ«ËØ·½»¨,6,6,8,8,NA,Oleaceae,WD
Jasminum officinale var. tibeticum,Î÷²ØËØ·½»¨,6,7,NA,NA,NA,Oleaceae,WD
Jasminum stephanense,µ­ºìËØÜ°,5,8,NA,NA,NA,Oleaceae,WD
Juglans regia,ºúÌÒ,5,10,5,10,NA,Juglandaceae,WD
Juglans sigillata,ÅİºËÌÒ,3,4,9,9,NA,Juglandaceae,WD
Juncus alatus,³á¾¥µÆĞÄ²İ,4,7,5,10,Juncus,Juncaceae,CB
Juncus allioides,´Ğ×´µÆĞÄ²İ,6,8,7,9,Juncus,Juncaceae,CB
Juncus amplifolius,×ß¾¥µÆĞÄ²İ,5,7,6,8,Juncus,Juncaceae,CB
Juncus articulatus,Ğ¡»¨µÆĞÄ²İ,6,7,8,9,Juncus,Juncaceae,CB
Juncus benghalensis,ÃÏ¼ÓÀ­µÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus bracteatus,ÏÔ°úµÆĞÄ²İ,7,8,8,9,NA,Juncaceae,CB
Juncus bufonius,Ğ¡µÆĞÄ²İ,5,7,6,9,Juncus,Juncaceae,CB
Juncus castaneus,Àõ»¨µÆĞÄ²İ,7,8,8,9,NA,Juncaceae,CB
Juncus cephalostigma,Í·ÖùµÆĞÄ²İ,6,7,7,8,Juncus,Juncaceae,CB
Juncus chrysocarpus,Ë¿½ÚµÆĞÄ²İ,8,9,10,10,Juncus,Juncaceae,CB
Juncus clarkei,Ó¡¶ÈµÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus clarkei var. marginatus,Ä¤±ßµÆĞÄ²İ,8,8,9,9,NA,Juncaceae,CB
Juncus concinnus,ÑÅµÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus crassistylus,´Ö×³µÆĞÄ²İ,6,8,8,10,Juncus,Juncaceae,CB
Juncus effusus,µÆĞÄ²İ,4,7,6,9,Juncus,Juncaceae,CB
Juncus gracilicaulis,Ï¸¾¥µÆĞÄ²İ,6,7,8,9,Juncus,Juncaceae,CB
Juncus grisebachii,½ÚÒ¶µÆĞÄ²İ,8,8,9,9,Juncus,Juncaceae,CB
Juncus himalensis,Ï²ÂíµÆĞÄ²İ,6,7,7,9,Juncus,Juncaceae,CB
Juncus inflexus,Æ¬ËèµÆĞÄ²İ,6,7,7,9,Juncus,Juncaceae,CB
Juncus kingii,½ğµÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus leptospermus,Ï¸×ÓµÆĞÄ²İ,6,8,8,10,Juncus,Juncaceae,CB
Juncus leucanthus,¸Ê´¨µÆĞÄ²İ,6,7,7,8,Juncus,Juncaceae,CB
Juncus leucomelas,³¤°úµÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus libanoticus,ÂêÄÉË¹µÆĞÄ²İ,6,7,7,8,NA,Juncaceae,CB
Juncus luzuliformis,·ÖÖ¦µÆĞÄ²İ,7,8,8,9,NA,Juncaceae,CB
Juncus membranaceus,Ä¤¶úµÆĞÄ²İ,6,7,7,8,Juncus,Juncaceae,CB
Juncus milashanensis,Ã×À­É½µÆĞÄ²İ,8,8,9,9,Juncus,Juncaceae,CB
Juncus minimus,°«µÆĞÄ²İ,6,7,7,8,Juncus,Juncaceae,CB
Juncus nigroviolaceus,ºÚ×ÏµÆĞÄ²İ,7,7,NA,NA,NA,Juncaceae,CB
Juncus ochraceus,ÓğĞòµÆĞÄ²İ,9,10,10,11,Juncus,Juncaceae,CB
Juncus potaninii,µ¥Ö¦µÆĞÄ²İ,6,8,7,9,Juncus,Juncaceae,CB
Juncus prismatocarpus,óÇÊ¯İÅ,3,6,7,8,Juncus,Juncaceae,CB
Juncus prismatocarpus subsp. teretifolius,Ô²ÖùÒ¶µÆĞÄ²İ,NA,NA,NA,NA,NA,Juncaceae,CB
Juncus przewalskii,³¤ÖùµÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus setchuensis,Ò°µÆĞÄ²İ,5,7,6,9,Juncus,Juncaceae,CB
Juncus sikkimensis,Îı½ğµÆĞÄ²İ,6,8,7,9,Juncus,Juncaceae,CB
Juncus sphacelatus,¿İµÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus thomsonii,Õ¹°úµÆĞÄ²İ,7,8,8,9,Juncus,Juncaceae,CB
Juncus triglumis,Ìù°úµÆĞÄ²İ,6,7,7,8,NA,Juncaceae,CB
Juncus unifolius,µ¥Ò¶µÆĞÄ²İ,7,8,8,9,NA,Juncaceae,CB
Kadsura heteroclita,ÒìĞÎÄÏÎåÎ¶×Ó,5,8,8,12,Kadsura,Schisandraceae,WD
Kalopanax septemlobus,´Ìé±,7,10,9,12,Kalopanax,Araliaceae,WD
Kelloggia chinensis,ÔÆÄÏ¾ûÃ«²İ,8,9,7,9,NA,Rubiaceae,CB
Kengyilia kokonorica,Çàº£ÒÔÀñ²İ,8,8,8,8,NA,Poaceae,CB
Kengyilia melanthera,ºÚÒ©ÒÔÀñ²İ,8,8,8,8,NA,Poaceae,CB
Kengyilia melanthera var. tahopaica,´óºÚÒ©ÒÔÀñ²İ,8,8,8,8,NA,Poaceae,CB
Kengyilia thoroldiana,ËóÂŞÒÔÀñ²İ,8,8,8,8,NA,Poaceae,CB
Kengyilia thoroldiana var. laxiuscula,ÊèËëËóÂŞÒÔÀñ²İ,8,8,8,8,NA,Poaceae,CB
Kleinhovia hospita,ğÑğ³Âé,3,7,NA,NA,Kleinhovia,Sterculiaceae,WD
Kobresia burangensis,ÆÕÀ¼áÔ²İ,7,8,7,8,Kobresia,Cyperaceae,CB
Kobresia capillifolia,ÏßÒ¶áÔ²İ,5,9,5,9,Kobresia,Cyperaceae,CB
