scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting name,family name,genus name,woodiness
Cotoneaster salicifolius var. rugosus,ÖåÒ¶ÁøÒ¶–Õ×Ó,NA,NA,NA,NA,Rosaceae,Cotoneaster,WD
Cotoneaster turbinatus,ÍÓÂİ¹û–Õ×Ó,6,7,10,10,Rosaceae,Cotoneaster,WD
Craibiodendron stellatum,¼ÙÄ¾ºÉ,8,9,4,4,Ericaceae,Craibiodendron,WD
Craigia yunnanensis,µáÍ©,NA,NA,NA,NA,Tiliaceae,Craigia,WD
Craspedolobium schochii,°Í¶¹ÌÙ,6,9,9,10,Fabaceae,Craspedolobium,WD
Crataegus chungtienensis,ÖĞµéÉ½é«,5,5,9,9,Rosaceae,Crataegus,WD
Crataegus cuneata,Ò°É½é«,5,6,9,11,Rosaceae,Crataegus,WD
Crataegus kansuensis,¸ÊËàÉ½é«,5,5,7,9,Rosaceae,Crataegus,WD
Crataegus pinnatifida var. major,É½Àïºì,NA,NA,NA,NA,Rosaceae,Crataegus,WD
Crataegus scabrifolia,ÔÆÄÏÉ½é«,4,5,8,10,Rosaceae,Crataegus,WD
Crataegus wilsonii,ÉÙÃ«É½é«,5,5,8,9,Rosaceae,Crataegus,WD
Cremastra appendiculata,¶Å¾éÀ¼,5,6,10,11,Orchidaceae,Cremastra,CB
Cremastra guizhouensis,¹óÖİ¶Å¾éÀ¼,5,6,NA,NA,Orchidaceae,Cremastra,CB
Crepis lignea,ÂÌ¾¥»¹Ñô²Î,4,5,4,5,Asteraceae,Crepis,CB
Crepis napifera,Îßİ¼»¹Ñô²Î,6,10,6,10,Asteraceae,Crepis,CB
Crinum asiaticum var. sinicum,ÎÄÊâÀ¼,6,8,NA,NA,Amaryllidaceae,Crinum,CB
Crinum latifolium,Î÷ÄÏÎÄÊâÀ¼,6,8,NA,NA,Amaryllidaceae,Crinum,CB
Crotalaria alata,³áÍĞÒ¶ÖíÊº¶¹,6,8,9,12,Fabaceae,Crotalaria,CB
Crotalaria albida,ÏìÁå¶¹,7,8,5,12,Fabaceae,Crotalaria,CB
Crotalaria assamica,´óÖíÊº¶¹,7,10,8,11,Fabaceae,Crotalaria,CB
Crotalaria calycina,³¤İàÖíÊº¶¹,7,10,6,12,Fabaceae,Crotalaria,CB
Crotalaria chinensis,ÖĞ¹úÖíÊº¶¹,8,8,9,11,Fabaceae,Crotalaria,CB
Crotalaria ferruginea,¼ÙµØÀ¼,6,10,9,12,Fabaceae,Crotalaria,CB
Crotalaria linifolia,ÏßÒ¶ÖíÊº¶¹,8,10,11,12,Fabaceae,Crotalaria,CB
Crotalaria mairei,Í·»¨ÖíÊº¶¹,9,11,12,2,Fabaceae,Crotalaria,CB
Crotalaria medicaginea,¼ÙÜÙŞ£,8,10,11,12,Fabaceae,Crotalaria,CB
Crotalaria sessiliflora,Ò°°ÙºÏ,5,11,10,2,Fabaceae,Crotalaria,CB
Crotalaria tetragona,ËÄÀâÖíÊº¶¹,9,11,12,2,Fabaceae,Crotalaria,CB
Crotalaria yunnanensis,ÔÆÄÏÖíÊº¶¹,5,10,5,10,Fabaceae,Crotalaria,CB
Croton crassifolius,¼¦¹ÇÏã,11,1,2,9,Euphorbiaceae,Croton,WD
Croton euryphyllus,Ê¯É½°Í¶¹,4,5,6,9,Euphorbiaceae,Croton,WD
Croton tiglium,°Í¶¹,1,7,5,9,Euphorbiaceae,Croton,WD
Cryptocarya calcicola,ÑÒÉúºñ¿Ç¹ğ,4,5,5,10,Lauraceae,Cryptocarya,WD
Cryptocarya chinensis,ºñ¿Ç¹ğ,4,5,8,12,Lauraceae,Cryptocarya,WD
Cryptocarya chingii,Ó²¿Ç¹ğ,6,10,9,3,Lauraceae,Cryptocarya,WD
Cryptocarya concinna,»Æ¹ûºñ¿Ç¹ğ,3,5,6,12,Lauraceae,Cryptocarya,WD
Cryptocarya densiflora,´Ô»¨ºñ¿Ç¹ğ,4,6,7,11,Lauraceae,Cryptocarya,WD
Cryptocarya tsangii,ºì±úºñ¿Ç¹ğ,NA,NA,NA,NA,Lauraceae,Cryptocarya,WD
Cryptocoryne crispatula,Òş°ô»¨,11,12,NA,NA,Araceae,Cryptocoryne,CB
Cryptolepis buchananii,¹Å¹³ÌÙ,3,8,6,12,Asclepiadaceae,Cryptolepis,WD
Cryptolepis sinensis,°×Ò¶ÌÙ,4,9,6,2,Asclepiadaceae,Cryptolepis,WD
Curculigo capitulata,´óÒ¶ÏÉÃ©,5,6,8,9,Amaryllidaceae,Curculigo,CB
Curculigo gracilis,Êè»¨ÏÉÃ©,5,5,NA,NA,Amaryllidaceae,Curculigo,CB
Curculigo orchioides,ÏÉÃ©,4,9,4,9,Amaryllidaceae,Curculigo,CB
Curculigo sinensis,ÖĞ»ªÏÉÃ©,4,5,4,5,Amaryllidaceae,Curculigo,CB
Curcuma aromatica,Óô½ğ,5,5,NA,NA,Zingiberaceae,Curcuma,CB
Cyananthus delavayi,Ï¸Ò¶À¶ÖÓ»¨,8,9,NA,NA,Campanulaceae,Cyananthus,CB
Cyananthus fasciculatus,Êø»¨À¶ÖÓ»¨,9,10,NA,NA,Campanulaceae,Cyananthus,CB
Cyananthus inflatus,ÕÍİàÀ¶ÖÓ»¨,8,9,NA,NA,Campanulaceae,Cyananthus,CB
Cyanotis arachnoidea,ÖëË¿Ã«À¶¶ú²İ,6,9,10,10,Commelinaceae,Cyanotis,CB
Cyanotis cristata,ËÄ¿×²İ,9,11,9,10,Commelinaceae,Cyanotis,CB
Cyanotis vaga,À¶¶ú²İ,7,8,9,10,Commelinaceae,Cyanotis,CB
Cyathocline purpurea,±­¾Õ,4,5,4,5,Asteraceae,Cyathocline,CB
Cyathula capitata,Í·»¨±­ÜÈ,8,8,10,10,Amaranthaceae,Cyathula,CB
Cyathula officinalis,´¨Å£Ï¥,6,7,8,9,Amaranthaceae,Cyathula,CB
Cyathula tomentosa,ÈŞÃ«±­ÜÈ,6,6,NA,NA,Amaranthaceae,Cyathula,WD
Cyclea gracillima,ÏËÏ¸ÂÖ»·ÌÙ,4,8,NA,NA,Menispermaceae,Cyclea,CB
Cyclea hypoglauca,·ÛÒ¶ÂÖ»·ÌÙ,4,6,7,9,Menispermaceae,Cyclea,WD
Cyclea insularis,º£µºÂÖ»·ÌÙ,6,8,NA,NA,Menispermaceae,Cyclea,WD
Cyclea racemosa,ÂÖ»·ÌÙ,4,6,8,10,Menispermaceae,Cyclea,CB
Cyclea sutchuenensis,ËÄ´¨ÂÖ»·ÌÙ,6,8,9,11,Menispermaceae,Cyclea,CB
Cyclea wattii,Î÷ÄÏÂÖ»·ÌÙ,NA,NA,NA,NA,Menispermaceae,Cyclea,WD
Cyclobalanopsis argyrotricha,¹óÖİÇà¸Ô,NA,NA,NA,NA,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis augustinii,Õ­Ò¶Çà¸Ô,4,5,´ÎÄê10,´ÎÄê10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis blakei,èİ×ÓÇà¸Ô,3,3,10,12,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis delavayi,»ÆÃ«Çà¸Ô,4,5,´ÎÄê9,´ÎÄê10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis disciformis,µú¶·Çà¸Ô,3,4,´ÎÄê8,´ÎÄê12,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis fleuryi,·¹êµÇà¸Ô,3,4,10,12,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis fulvisericeus,»ÆÖ¦Çà¸Ô,NA,NA,NA,NA,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis gambleana,Ã«ÂüÇà¸Ô,4,5,10,11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis gilva,³àÆ¤Çà¸Ô,5,5,10,10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis glauca,Çà¸Ô,4,5,10,10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis glaucoides,µáÇà¸Ô,5,5,10,10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis gracilis,Ï¸Ò¶Çà¸Ô,4,6,10,11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis hefleriana,Ã«Ö¦Çà¸Ô,NA,NA,NA,NA,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis jenseniana,´óÒ¶Çà¸Ô,4,6,´ÎÄê10,´ÎÄê11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis kerrii,Ã«Ò¶Çà¸Ô,3,5,10,11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis multinervis,¶àÂöÇà¸Ô,NA,NA,´ÎÄê10,´ÎÄê11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis neglecta,ÖñÒ¶Çà¸Ô,2,3,8,11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis oxyodon,ÂüÇà¸Ô,5,6,9,10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis phanera,ÁÁÒ¶Çà¸Ô,NA,NA,12,1,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis sessilifolia,ÔÆÉ½Çà¸Ô,4,5,10,11,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis stewardiana,ºÖÒ¶Çà¸Ô,7,7,´ÎÄê10,´ÎÄê10,Fagaceae,Cyclobalanopsis,WD
Cyclobalanopsis thorelii,ºñÔµÇà¸Ô,4,4,9,10,Fagaceae,Cyclobalanopsis,WD
Cyclocarya paliurus,ÇàÇ®Áø,4,5,7,9,Juglandaceae,Cyclocarya,WD
Cyclocodon celebicus,Ğ¡Ò¶ÂÖÖÓ²İ,7,1,7,1,Campanulaceae,Cyclocodon,CB
Cyclocodon lancifolius,³¤Ò¶ÂÖÖÓ²İ,7,11,7,11,Campanulaceae,Cyclocodon,CB
Cymbidium aloifolium,ÎÆ°êÀ¼,4,5,8,8,Orchidaceae,Cymbidium,CB
Cymbidium cyperifolium,É¯Ò¶À¼,11,2,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium cyperifolium var. szechuanicum,ËÍ´º,NA,NA,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium defoliatum,ÂäÒ¶À¼,6,8,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium ensifolium,½¨À¼,NA,NA,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium erythraeum,³¤Ò¶À¼,10,1,3,5,Orchidaceae,Cymbidium,CB
Cymbidium faberi,Ş¥À¼,2,3,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium floribundum,¶à»¨À¼,4,6,10,12,Orchidaceae,Cymbidium,CB
Cymbidium goeringii,´ºÀ¼,1,3,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium hookerianum,»¢Í·À¼,1,4,6,8,Orchidaceae,Cymbidium,CB
Cymbidium iridioides,»Æ²õÀ¼,9,12,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium kanran,º®À¼,10,12,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium lancifolium,ÍÃ¶úÀ¼,8,12,10,12,Orchidaceae,Cymbidium,CB
Cymbidium mannii,Ó²Ò¶À¼,NA,NA,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium nanulum,ÕäÖé°«,6,6,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium qiubeiense,Çñ±±¶¬Ş¥À¼,12,12,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium serratum,¶¹°êÀ¼,2,3,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium sinense,Ä«À¼,10,1,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium suavissimum,¹ûÏãÀ¼,7,8,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium tortisepalum var. longibracteatum,´º½£,1,3,NA,NA,Orchidaceae,Cymbidium,CB
Cymbidium tracyanum,Î÷²Ø»¢Í·À¼,9,12,NA,NA,Orchidaceae,Cymbidium,CB
Cymbopogon distans,Ü¿Ïã²İ,6,10,6,10,Poaceae,Cymbopogon,CB
Cymbopogon goeringii,éÙ²İ,6,11,6,11,Poaceae,Cymbopogon,CB
Cynanchum atratum,°×Ş±,4,8,6,9,Asclepiadaceae,Cynanchum,CB
Cynanchum auriculatum,Å£Æ¤Ïû,6,9,7,11,Asclepiadaceae,Cynanchum,CB
Cynanchum corymbosum,´Ì¹Ï,5,10,8,1,Asclepiadaceae,Cynanchum,CB
Cynanchum decipiens,±ªÒ©ÌÙ,5,7,7,10,Asclepiadaceae,Cynanchum,WD
Cynanchum forrestii,´óÀí°×Ç°,4,7,6,11,Asclepiadaceae,Cynanchum,CB
Cynanchum inamoenum,ÖñÁéÏû,5,7,7,10,Asclepiadaceae,Cynanchum,CB
Cynanchum officinale,ÖìÉ°ÌÙ,5,8,7,10,Asclepiadaceae,Cynanchum,WD
Cynanchum otophyllum,ÇàÑò²Î,6,10,8,11,Asclepiadaceae,Cynanchum,CB
Cynanchum paniculatum,Ğì³¤Çä,5,7,8,10,Asclepiadaceae,Cynanchum,CB
Cynanchum stauntonii,ÁøÒ¶°×Ç°,5,6,8,9,Asclepiadaceae,Cynanchum,WD
Cynanchum stenophyllum,ÏÁÒ¶°×Ç°,5,5,NA,NA,Asclepiadaceae,Cynanchum,CB
Cynanchum verticillatum,ÂÖÒ¶°×Ç°,5,7,10,10,Asclepiadaceae,Cynanchum,WD
Cynanchum wallichii,À¥Ã÷±­¹ÚÌÙ,7,9,9,12,Asclepiadaceae,Cynanchum,CB
Cynanchum wilfordii,¸ôÉ½Ïû,5,9,7,10,Asclepiadaceae,Cynanchum,CB
Cynodon dactylon,¹·ÑÀ¸ù,5,10,5,10,Poaceae,Cynodon,CB
Cynoglossum amabile,ÃÀÀöÁğÁ§²İ,4,6,7,8,Boraginaceae,Cynoglossum,CB
Cynoglossum divaricatum,´ó¹ûÁğÁ§²İ,6,7,8,8,Boraginaceae,Cynoglossum,CB
Cynoglossum furcatum,ÁğÁ§²İ,5,10,5,10,Boraginaceae,Cynoglossum,CB
Cynoglossum lanceolatum,Ğ¡»¨ÁğÁ§²İ,4,9,4,9,Boraginaceae,Cynoglossum,CB
Cyperus compressus,±âËëÉ¯²İ,7,12,7,12,Cyperaceae,Cyperus,CB
Cyperus duclouxii,ÔÆÄÏÉ¯²İ,7,10,7,10,Cyperaceae,Cyperus,CB
Cyperus exaltatus,¸ß¸ÑÉ¯²İ,6,8,6,8,Cyperaceae,Cyperus,CB
Cyperus nutans,´¹ËëÉ¯²İ,5,10,5,10,Cyperaceae,Cyperus,CB
Cyperus orthostachyus,ÈıÂÖ²İ,8,10,8,10,Cyperaceae,Cyperus,CB
Cyperus pilosus,Ã«ÖáÉ¯²İ,8,11,8,11,Cyperaceae,Cyperus,CB
Cyperus tenuispica,Õ­ËëÉ¯²İ,9,11,9,11,Cyperaceae,Cyperus,CB
Cypripedium henryi,ÂÌ»¨è¼À¼,4,5,7,9,Orchidaceae,Cypripedium,CB
Cypripedium japonicum,ÉÈÂöè¼À¼,4,5,6,10,Orchidaceae,Cypripedium,CB
Cypripedium tibeticum,Î÷²Øè¼À¼,7,8,NA,NA,Orchidaceae,Cypripedium,CB
Cyrtococcum patens var. latifolium,É¢Ëë¹­¹ûÊò,9,2,9,2,Poaceae,Cyrtococcum,CB
Cyrtosia nana,°«Ğ¡Èâ¹ûÀ¼,4,6,NA,NA,Orchidaceae,Cyrtosia,CB
Dactylicapnos torulosa,Å¤¹û×Ï½ğÁú,6,10,7,1,Papaveraceae,Dactylicapnos,CB
Dactylis glomerata,Ñ¼Ã©,5,8,5,8,Poaceae,Dactylis,CB
Dalbergia assamica,ÑíÇà,4,7,9,12,Fabaceae,Dalbergia,WD
Dalbergia balansae,ÄÏÁë»ÆÌ´,6,6,NA,NA,Fabaceae,Dalbergia,WD
Dalbergia benthamii,Á½ÔÁ»ÆÌ´,4,5,6,6,Fabaceae,Dalbergia,WD
Dalbergia burmanica,Ãåµé»ÆÌ´,4,4,6,6,Fabaceae,Dalbergia,WD
Dalbergia dyeriana,´ó½ğ¸ÕÌÙ,5,5,NA,NA,Fabaceae,Dalbergia,WD
Dalbergia hancei,ÌÙ»ÆÌ´,3,4,7,7,Fabaceae,Dalbergia,WD
Dalbergia henryana,ÃÉ×Ô»ÆÌ´,3,4,6,8,Fabaceae,Dalbergia,WD
Dalbergia hupeana,»ÆÌ´,7,7,8,9,Fabaceae,Dalbergia,WD
Dalbergia millettii,Ïã¸Û»ÆÌ´,5,5,8,8,Fabaceae,Dalbergia,WD
Dalbergia mimosoides,Ïó±ÇÌÙ,6,6,9,9,Fabaceae,Dalbergia,WD
Dalbergia obtusifolia,¶ÛÒ¶»ÆÌ´,3,3,6,8,Fabaceae,Dalbergia,WD
Dalbergia pinnata,Ğ±Ò¶»ÆÌ´,1,4,5,7,Fabaceae,Dalbergia,WD
Dalbergia polyadelpha,¶àÌåÈï»ÆÌ´,3,3,4,5,Fabaceae,Dalbergia,WD
Dalbergia rimosa,¶àÁÑ»ÆÌ´,4,6,7,12,Fabaceae,Dalbergia,WD
Dalbergia stenophylla,ÏÁÒ¶»ÆÌ´,5,6,8,11,Fabaceae,Dalbergia,WD
Dalbergia stipulacea,ÍĞÒ¶»ÆÌ´,4,5,8,1,Fabaceae,Dalbergia,WD
Dalbergia yunnanensis,µáÇ­»ÆÌ´,4,6,8,10,Fabaceae,Dalbergia,WD
Damnacanthus angustifolius,Ì¨Íå»¢´Ì,3,4,12,12,Rubiaceae,Damnacanthus,WD
Damnacanthus giganteus,¶Ì´Ì»¢´Ì,3,5,10,1,Rubiaceae,Damnacanthus,WD
Damnacanthus henryi,ÔÆ¹ğ»¢´Ì,10,10,12,2,Rubiaceae,Damnacanthus,WD
Damnacanthus indicus,»¢´Ì,3,5,12,3,Rubiaceae,Damnacanthus,WD
Damnacanthus labordei,ÁøÒ¶»¢´Ì,2,3,9,12,Rubiaceae,Damnacanthus,WD
Damnacanthus macrophyllus,ÕãÍî»¢´Ì,3,5,11,1,Rubiaceae,Damnacanthus,WD
Damnacanthus tsaii,Î÷ÄÏ»¢´Ì,4,4,12,3,Rubiaceae,Damnacanthus,WD
Daphne acutiloba,¼â°êÈğÏã,4,5,7,9,Thymelaeaceae,Daphne,WD
Daphne championii,³¤ÖùÈğÏã,2,3,4,5,Thymelaeaceae,Daphne,WD
Daphne feddei,µáÈğÏã,2,4,5,6,Thymelaeaceae,Daphne,WD
Daphne genkwa,Ü¾»¨,4,5,6,7,Thymelaeaceae,Daphne,WD
Daphne kiusiana var. atrocaulis,Ã«ÈğÏã,11,2,4,5,Thymelaeaceae,Daphne,WD
Daphne laciniata,Òí±úÈğÏã,NA,NA,NA,NA,Thymelaeaceae,Daphne,WD
Daphne leishanensis,À×É½ÈğÏã,5,6,NA,NA,Thymelaeaceae,Daphne,WD
Daphne longituba,³¤¹ÜÈğÏã,10,11,NA,NA,Thymelaeaceae,Daphne,WD
Daphne odora,ÈğÏã,3,5,7,8,Thymelaeaceae,Daphne,WD
Daphne papyracea,°×ÈğÏã,11,1,4,5,Thymelaeaceae,Daphne,WD
Daphne tangutica,ÌÆ¹ÅÌØÈğÏã,3,5,5,7,Thymelaeaceae,Daphne,WD
Daphniphyllum angustifolium,ÏÁÒ¶»¢Æ¤éª,4,5,8,10,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum calycinum,Å£¶ú·ã,4,6,8,11,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum chartaceum,Ö½Ò¶»¢Æ¤éª,8,9,12,12,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum longeracemosum,³¤Ğò»¢Æ¤éª,4,5,8,11,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum macropodum,½»ÈÃÄ¾,3,5,8,10,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum oldhami,»¢Æ¤éª,4,5,9,11,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum paxianum,ÂöÒ¶»¢Æ¤éª,3,5,8,9,Daphniphyllaceae,Daphniphyllum,WD
Datura stramonium,ÂüÍÓÂŞ,7,10,7,10,Solanaceae,Datura,CB
Daucus carota,Ò°ºúÂŞ²·,5,9,5,9,Apiaceae,Daucus,CB
Davidia involucrata,çîÍ©,4,4,10,10,Nyssaceae,Davidia,WD
Davidia involucrata var. vilmoriniana,¹âÒ¶çîÍ©,NA,NA,NA,NA,Nyssaceae,Davidia,WD
Debregeasia longifolia,³¤Ò¶Ë®Âé,5,5,6,7,Urticaceae,Debregeasia,WD
Debregeasia orientalis,Ë®Âé,3,4,5,7,Urticaceae,Debregeasia,WD
Debregeasia squamata,ÁÛÆ¬Ë®Âé,8,10,10,1,Urticaceae,Debregeasia,WD
Decaisnea insignis,Ã¨¶ùÊº,4,6,7,8,Lardizabalaceae,Decaisnea,WD
Decaspermum gracilentum,×Óé¬Ê÷,3,5,NA,NA,Myrtaceae,Decaspermum,WD
Decaspermum parviflorum,Îå°ê×Óé¬Ê÷,3,8,3,8,Myrtaceae,Decaspermum,WD
Decumaria sinensis,³à±ÚÄ¾,3,5,8,10,Saxifragaceae,Decumaria,WD
Deeringia amaranthoides,½¬¹ûÜÈ,10,3,10,3,Amaranthaceae,Deeringia,WD
Deinostema adenocaula,ÓĞÏÙÔóŞ¬½·,8,8,NA,NA,Scrophulariaceae,Deinostema,CB
Delphinium aemulans,Ëş³Ç´äÈ¸»¨,7,8,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium anthriscifolium,»¹ÁÁ²İ,4,5,5,6,Ranunculaceae,Delphinium,CB
Delphinium anthriscifolium var. majus,´ó»¨»¹ÁÁ²İ,NA,NA,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium delavayi,µá´¨´äÈ¸»¨,7,8,8,10,Ranunculaceae,Delphinium,CB
Delphinium delavayi var. pogonanthum,Ğë»¨´äÈ¸»¨,NA,NA,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium eriostylum,Ã«¹£´äÈ¸»¨,3,6,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium eriosylum var. hispidum,²ÚÒ¶Ã«¹£´äÈ¸»¨,NA,NA,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium potaninii,ºÚË®´äÈ¸»¨,8,9,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium potaninii var. bonvalotii,Âİ¾àºÚË®´äÈ¸,NA,NA,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium shuichengense,Ë®³Ç´äÈ¸»¨,7,7,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium trifoliolatum,ÈıĞ¡Ò¶´äÈ¸»¨,7,8,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium yunnanense,ÔÆÄÏ´äÈ¸»¨,8,8,NA,NA,Ranunculaceae,Delphinium,CB
Dendrobium aduncum,¹³×´Ê¯õú,5,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium aphyllum,¶µ´½Ê¯õú,3,4,6,7,Orchidaceae,Dendrobium,CB
Dendrobium aurantiacum var. denneanum,µşÇÊÊ¯õú,NA,NA,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium chrysanthum,Êø»¨Ê¯õú,9,10,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium crepidatum,Ãµ¹åÊ¯õú,4,4,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium devonianum,³İ°êÊ¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium fanjingshanense,èó¾»É½Ê¯õú,NA,NA,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium fimbriatum,Á÷ËÕÊ¯õú,4,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium hancockii,Ï¸Ò¶Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium henryi,Êè»¨Ê¯õú,7,8,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium hercoglossum,ÖØ´½Ê¯õú,6,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium lindleyi,¾ÛÊ¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium loddigesii,ÃÀ»¨Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium lohohense,ÂŞºÓÊ¯õú,6,6,7,8,Orchidaceae,Dendrobium,CB
Dendrobium nobile,Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium officinale,ÌúÆ¤Ê¯õú,4,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium parishii,×Ï°êÊ¯õú,NA,NA,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium scoriarum,µá¹ğÊ¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium strongylanthum,Êá´½Ê¯õú,9,10,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium wilsonii,¹ã¶«Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrocalamus farinosus,´óÒ¶´È,NA,NA,7,9,Poaceae,Dendrocalamus,WD
Dendrocalamus liboensis,Àó²¨µõÖñ,NA,NA,NA,NA,Poaceae,Dendrocalamus,WD
Dendrocalamus minor,µõË¿Öñ,NA,NA,7,8,Poaceae,Dendrocalamus,WD
Dendrocalamus tsiangii,Ç­Öñ,NA,NA,7,8,Poaceae,Dendrocalamus,WD
Dendrocalamus tsiangii cv. Viridistriatus,»¨Ç­Öñ,NA,NA,NA,NA,Poaceae,Dendrocalamus,WD
Dendrocnide urentissima,»ğÂéÊ÷,9,10,10,12,Urticaceae,Dendrocnide,WD
Dendrolobium triangulare,¼ÙÄ¾¶¹,8,10,10,12,Fabaceae,Dendrolobium,WD
Dendropanax chevalieri,´ó¹ûÊ÷²Î,6,6,9,12,Araliaceae,Dendropanax,WD
Dendropanax dentigerus,Ê÷²Î,NA,NA,NA,NA,Araliaceae,Dendropanax,WD
Dendropanax hainanensis,º£ÄÏÊ÷²Î,6,6,9,10,Araliaceae,Dendropanax,WD
Dendropanax proteus,±äÒ¶Ê÷²Î,8,9,9,10,Araliaceae,Dendropanax,WD
Derris breviramosa,¶ÌÖ¦ÓãÌÙ,6,6,8,8,Fabaceae,Derris,WD
Derris cavaleriei,Ç­¹ğÓãÌÙ,4,5,11,11,Fabaceae,Derris,WD
Derris elliptica,Ã«ÓãÌÙ,4,5,NA,NA,Fabaceae,Derris,WD
Derris eriocarpa,Ã«¹ûÓãÌÙ,6,7,9,1,Fabaceae,Derris,WD
Derris ferruginea,ĞâÃ«ÓãÌÙ,4,7,9,12,Fabaceae,Derris,WD
Derris fordii,ÖĞÄÏÓãÌÙ,4,5,10,11,Fabaceae,Derris,WD
Derris fordii var. lucida,ÁÁÒ¶ÖĞÄÏÓãÌÙ,3,4,6,8,Fabaceae,Derris,WD
Derris marginata,±ß¼ÔÓãÌÙ,4,5,11,1,Fabaceae,Derris,WD
Derris thyrsiflora,ÃÜ×¶»¨ÓãÌÙ,5,6,8,11,Fabaceae,Derris,WD
Derris tonkinensis,¶«¾©ÓãÌÙ,3,6,5,11,Fabaceae,Derris,WD
Derris trifoliata,ÓãÌÙ,4,8,8,12,Fabaceae,Derris,WD
Derris yunnanensis,ÔÆÄÏÓãÌÙ,7,8,10,10,Fabaceae,Derris,WD
Deschampsia cespitosa,·¢²İ,7,9,7,9,Poaceae,Deschampsia,CB
Desmodium concinnum,°¼Ò¶É½Âì»È,9,10,10,10,Fabaceae,Desmodium,WD
Desmodium diffusum,µ¥ĞòÄÃÉí²İ,8,11,8,11,Fabaceae,Desmodium,WD
Desmodium gangeticum,´óÒ¶É½Âì»È,4,8,8,9,Fabaceae,Desmodium,WD
