scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting name,family name,genus name,woodiness
Cyperus amuricus,°¢ÄÂ¶ûÉ¯²İ,7,8,9,10,Cyperaceae,Cyperus,CB
Cyperus compressus,±âËëÉ¯²İ,7,9,9,11,Cyperaceae,Cyperus,CB
Cyperus cuspidatus,³¤¼âÉ¯²İ,6,10,6,10,Cyperaceae,Cyperus,CB
Cyperus cyperoides,×©×ÓÃç,4,10,4,10,Cyperaceae,NA,NA
Cyperus diffusus,¶àÂöÉ¯²İ,6,9,6,9,Cyperaceae,Cyperus,CB
Cyperus digitatus,Ö¸ËëÉ¯²İ,6,10,8,12,Cyperaceae,NA,NA
Cyperus distans,ÊèËëÉ¯²İ,7,8,7,8,Cyperaceae,Cyperus,CB
Cyperus eleusinoides,şpËëÉ¯²İ,9,12,9,12,Cyperaceae,NA,NA
Cyperus exaltatus,¸ß¸ÑÉ¯²İ,6,8,6,8,Cyperaceae,Cyperus,CB
Cyperus haspan,ÆèÅÏÉ¯²İ,7,10,7,10,Cyperaceae,Cyperus,CB
Cyperus imbricatus,µüËëÉ¯²İ,9,10,9,10,Cyperaceae,Cyperus,CB
Cyperus malaccensis,ÜüÜ¶,6,11,6,11,Cyperaceae,Cyperus,CB
Cyperus malaccensis subsp. monophyllus,¶ÌÒ¶ÜüÜ¶,6,11,6,11,Cyperaceae,Cyperus,CB
Cyperus michelianus,ĞıÁÛÉ¯²İ,6,7,8,9,Cyperaceae,Cyperus,CB
Cyperus nutans,´¹ËëÉ¯²İ,5,10,5,10,Cyperaceae,Cyperus,CB
Cyperus pilosus,Ã«ÖáÉ¯²İ,8,10,8,10,Cyperaceae,Cyperus,CB
Cyperus pilosus var. obliquus,°×»¨Ã«ÖáÉ¯²İ,6,9,6,9,Cyperaceae,Cyperus,CB
Cyperus tenuiculmis,ËÄ¶ ËëÉ¯²İ,5,11,5,11,Cyperaceae,Cyperus,CB
Cyperus tenuispica,Õ­ËëÉ¯²İ,9,11,9,11,Cyperaceae,Cyperus,CB
Cypholophus moluccanus,Áö¹ÚÂé,10,3,10,3,Urticaceae,Cypholophus,WD
Cyrtococcum oxyphyllum,¼âÒ¶¹­¹ûÊò,10,3,10,3,Poaceae,Cyrtococcum,CB
Cyrtosia nana,°«Ğ¡Èâ¹ûÀ¼,4,6,NA,NA,Orchidaceae,Cyrtosia,CB
Dactylicapnos scandens,×Ï½ğÁú,7,10,9,12,Papaveraceae,Dactylicapnos,CB
Daemonorops margaritae,»ÆÌÙ,5,5,6,10,Arecaceae,Daemonorops,WD
Dalbergia assamica,ÑíÇà,7,10,9,12,Fabaceae,Dalbergia,WD
Dalbergia balansae,ÄÏÁë»ÆÌ´,5,6,10,11,Fabaceae,Dalbergia,WD
Dalbergia benthamii,Á½ÔÁ»ÆÌ´,2,4,7,10,Fabaceae,Dalbergia,WD
Dalbergia burmanica,Ãåµé»ÆÌ´,4,4,6,6,Fabaceae,Dalbergia,WD
Dalbergia candenatensis,ÍäÖ¦»ÆÌ´,5,8,6,11,Fabaceae,Dalbergia,WD
Dalbergia dyeriana,´ó½ğ¸ÕÌÙ,5,5,NA,NA,Fabaceae,Dalbergia,WD
Dalbergia hancei,ÌÙ»ÆÌ´,3,4,7,10,Fabaceae,Dalbergia,WD
Dalbergia hupeana,»ÆÌ´,5,7,NA,NA,Fabaceae,Dalbergia,WD
Dalbergia jingxiensis,¾¸Î÷»ÆÌ´,1,2,NA,NA,Fabaceae,Dalbergia,WD
Dalbergia millettii,Ïã¸Û»ÆÌ´,5,5,8,11,Fabaceae,Dalbergia,WD
Dalbergia mimosoides,Ïó±ÇÌÙ,4,5,6,8,Fabaceae,Dalbergia,WD
Dalbergia obtusifolia,¶ÛÒ¶»ÆÌ´,3,3,6,8,Fabaceae,Dalbergia,WD
Dalbergia odorifera,½µÏã,6,6,9,10,Fabaceae,Dalbergia,WD
Dalbergia pinnata,Ğ±Ò¶»ÆÌ´,4,4,5,5,Fabaceae,Dalbergia,WD
Dalbergia polyadelpha,¶àÌåÈï»ÆÌ´,3,3,4,5,Fabaceae,Dalbergia,WD
Dalbergia rimosa,¶àÁÑ»ÆÌ´,4,6,7,12,Fabaceae,Dalbergia,WD
Dalbergia stenophylla,ÏÁÒ¶»ÆÌ´,5,6,8,11,Fabaceae,Dalbergia,WD
Dalbergia tonkinensis,Ô½ÄÏ»ÆÌ´,NA,NA,NA,NA,Fabaceae,Dalbergia,WD
Dalbergia yunnanensis,µáÇ­»ÆÌ´,5,5,8,10,Fabaceae,Dalbergia,WD
Damnacanthus angustifolius,Ì¨Íå»¢´Ì,3,4,12,12,Rubiaceae,Damnacanthus,WD
Damnacanthus giganteus,¶Ì´Ì»¢´Ì,3,5,10,1,Rubiaceae,Damnacanthus,WD
Damnacanthus guangxiensis,¹ãÎ÷»¢´Ì,NA,NA,12,5,Rubiaceae,Damnacanthus,WD
Damnacanthus henryi,ÔÆ¹ğ»¢´Ì,10,10,12,2,Rubiaceae,Damnacanthus,WD
Damnacanthus indicus,»¢´Ì,3,5,12,3,Rubiaceae,Damnacanthus,WD
Damnacanthus labordei,ÁøÒ¶»¢´Ì,2,3,9,12,Rubiaceae,Damnacanthus,WD
Damnacanthus macrophyllus,ÕãÍî»¢´Ì,3,5,11,1,Rubiaceae,Damnacanthus,WD
Daphne championii,³¤ÖùÈğÏã,2,4,NA,NA,Thymelaeaceae,Daphne,WD
Daphne genkwa,Ü¾»¨,3,5,6,7,Thymelaeaceae,Daphne,WD
Daphne kiusiana,,11,2,4,5,Thymelaeaceae,NA,NA
Daphne kiusiana var. atrocaulis,Ã«ÈğÏã,3,5,8,9,Thymelaeaceae,Daphne,WD
Daphne longituba,³¤¹ÜÈğÏã,10,11,NA,NA,Thymelaeaceae,Daphne,WD
Daphne odora,ÈğÏã,4,5,7,8,Thymelaeaceae,Daphne,WD
Daphne pachyphylla,ºñÒ¶ÈğÏã,NA,NA,NA,NA,Thymelaeaceae,NA,NA
Daphne papyracea,°×ÈğÏã,11,12,4,5,Thymelaeaceae,Daphne,WD
Daphne xichouensis,Î÷³ëÈğÏã,1,2,4,4,Thymelaeaceae,Daphne,WD
Daphniphyllum angustifolium,ÏÁÒ¶»¢Æ¤éª,4,5,8,10,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum calycinum,Å£¶ú·ã,4,6,8,12,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum longeracemosum,³¤Ğò»¢Æ¤éª,4,5,8,11,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum macropodum,½»ÈÃÄ¾,4,4,8,11,Daphniphyllaceae,Daphniphyllum,WD
Daphniphyllum oldhamii,»¢Æ¤éª,4,4,8,11,Daphniphyllaceae,NA,NA
Daphniphyllum paxianum,ÂöÒ¶»¢Æ¤éª,4,5,8,10,Daphniphyllaceae,Daphniphyllum,WD
Dapsilanthus disjunctus,±¡¹û²İ,4,6,5,8,Restionaceae,Dapsilanthus,CB
Dasymaschalon rostratum,à¹¹ûÔíÃ±»¨,7,9,7,1,Annonaceae,Dasymaschalon,WD
Dasymaschalon trichophorum,ÔíÃ±»¨,4,7,7,12,Annonaceae,Dasymaschalon,WD
Daucus carota var. sativa,ºúÂŞ²·,4,6,6,7,Apiaceae,Daucus,CB
Dayaoshania cotinifolia,ÑşÉ½ÜÄÌ¦,9,9,NA,NA,Gesneriaceae,Dayaoshania,CB
Debregeasia elliptica,ÍÖÔ²Ò¶Ë®Âé,8,9,10,12,Urticaceae,Debregeasia,WD
Debregeasia longifolia,³¤Ò¶Ë®Âé,7,9,9,2,Urticaceae,Debregeasia,WD
Debregeasia orientalis,Ë®Âé,3,4,5,7,Urticaceae,Debregeasia,WD
Debregeasia squamata,ÁÛÆ¬Ë®Âé,8,10,10,1,Urticaceae,Debregeasia,WD
Decaisnea insignis,Ã¨¶ùÊº,4,6,7,8,Lardizabalaceae,Decaisnea,WD
Decaspermum gracilentum,×Óé¬Ê÷,3,5,NA,NA,Myrtaceae,Decaspermum,WD
Decaspermum parviflorum,Îå°ê×Óé¬Ê÷,3,8,NA,NA,Myrtaceae,Decaspermum,WD
Deeringia amaranthoides,½¬¹ûÜÈ,10,3,10,3,Amaranthaceae,Deeringia,WD
Delavaya toxocarpa,²èÌõÄ¾,4,4,8,8,Sapindaceae,Delavaya,WD
Delphinium anthriscifolium,»¹ÁÁ²İ,3,5,NA,NA,Ranunculaceae,Delphinium,CB
Delphinium anthriscifolium var. savatieri,ÂÑ°ê»¹ÁÁ²İ,NA,NA,NA,NA,Ranunculaceae,Delphinium,CB
Dendrobium acinaciforme,½£Ò¶Ê¯õú,3,9,10,11,Orchidaceae,Dendrobium,CB
Dendrobium aduncum,¹³×´Ê¯õú,5,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium aphyllum,¶µ´½Ê¯õú,3,4,6,7,Orchidaceae,Dendrobium,CB
Dendrobium aurantiacum var. denneanum,µşÇÊÊ¯õú,NA,NA,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium chrysanthum,Êø»¨Ê¯õú,9,10,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium crepidatum,Ãµ¹åÊ¯õú,3,4,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium densiflorum,ÃÜ»¨Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium devonianum,³İ°êÊ¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium falconeri,´®ÖéÊ¯õú,5,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium fimbriatum,Á÷ËÕÊ¯õú,4,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium gibsonii,ÇúÖáÊ¯õú,6,7,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium hancockii,Ï¸Ò¶Ê¯õú,5,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium henryi,Êè»¨Ê¯õú,6,9,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium hercoglossum,ÖØ´½Ê¯õú,5,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium linawianum,¾Ø´½Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium lindleyi,¾ÛÊ¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium lituiflorum,À®°È´½Ê¯õú,3,3,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium loddigesii,ÃÀ»¨Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium lohohense,ÂŞºÓÊ¯õú,6,6,7,8,Orchidaceae,Dendrobium,CB
Dendrobium longicornu,³¤¾àÊ¯õú,9,11,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium monticola,²ØÄÏÊ¯õú,7,8,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium nobile,Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium officinale,ÌúÆ¤Ê¯õú,3,6,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium scoriarum,µá¹ğÊ¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium williamsonii,ºÚÃ«Ê¯õú,4,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrobium wilsonii,¹ã¶«Ê¯õú,5,5,NA,NA,Orchidaceae,Dendrobium,CB
Dendrocalamus farinosus,´óÒ¶´È,7,7,NA,NA,Poaceae,Dendrocalamus,WD
Dendrocalamus minor,µõË¿Öñ,10,12,NA,NA,Poaceae,Dendrocalamus,WD
Dendrocalamus strictus,ÄµÖñ,NA,NA,NA,NA,Poaceae,Dendrocalamus,WD
Dendrocnide sinuata,È«Ôµ»ğÂéÊ÷,7,8,10,11,Urticaceae,Dendrocnide,WD
Dendrocnide urentissima,»ğÂéÊ÷,8,9,11,12,Urticaceae,Dendrocnide,WD
Dendrolobium triangulare,¼ÙÄ¾¶¹,7,8,9,10,Fabaceae,Dendrolobium,WD
Dendropanax bilocularis,Ë«ÊÒÊ÷²Î,9,9,11,12,Araliaceae,Dendropanax,WD
Dendropanax chevalieri,´ó¹ûÊ÷²Î,8,9,10,12,Araliaceae,Dendropanax,WD
Dendropanax confertus,¼·¹ûÊ÷²Î,8,9,11,12,Araliaceae,Dendropanax,WD
Dendropanax dentiger,Ê÷²Î,8,10,10,12,Araliaceae,NA,NA
Dendropanax hainanensis,º£ÄÏÊ÷²Î,6,7,10,11,Araliaceae,Dendropanax,WD
Dendropanax kwangsiensis,¹ãÎ÷Ê÷²Î,8,9,11,11,Araliaceae,Dendropanax,WD
Dendropanax oligodontus,±£Í¤Ê÷²Î,8,9,12,12,Araliaceae,Dendropanax,WD
Dendropanax proteus,±äÒ¶Ê÷²Î,8,9,9,11,Araliaceae,Dendropanax,WD
Dendropanax stellatus,ĞÇÖùÊ÷²Î,NA,NA,NA,NA,Araliaceae,Dendropanax,WD
Dendrophthoe pentandra,ÎåÈï¼ÄÉú,12,6,12,6,Loranthaceae,Dendrophthoe,WD
Dendrotrophe polyneura,¶àÂö¼ÄÉúÌÙ,12,3,5,7,Santalaceae,Dendrotrophe,WD
Dendrotrophe varians,¼ÄÉúÌÙ,1,3,6,8,Santalaceae,Dendrotrophe,WD
Derris alborubra,°×»¨ÓãÌÙ,6,6,10,10,Fabaceae,Derris,WD
Derris breviramosa,¶ÌÖ¦ÓãÌÙ,6,6,8,8,Fabaceae,Derris,WD
Derris caudatilimba,Î²Ò¶ÓãÌÙ,5,8,11,12,Fabaceae,Derris,WD
Derris cavaleriei,Ç­¹ğÓãÌÙ,5,5,10,12,Fabaceae,Derris,WD
Derris elliptica,Ã«ÓãÌÙ,5,5,NA,NA,Fabaceae,Derris,WD
Derris eriocarpa,Ã«¹ûÓãÌÙ,6,6,8,12,Fabaceae,Derris,WD
Derris ferruginea,ĞâÃ«ÓãÌÙ,4,7,9,12,Fabaceae,Derris,WD
Derris fordii,ÖĞÄÏÓãÌÙ,5,6,9,10,Fabaceae,Derris,WD
Derris fordii var. lucida,ÁÁÒ¶ÖĞÄÏÓãÌÙ,5,6,9,10,Fabaceae,Derris,WD
Derris hancei,ÔÁ¶«ÓãÌÙ,4,8,7,1,Fabaceae,Derris,WD
Derris latifolia,´óÒ¶ÓãÌÙ,NA,NA,1,1,Fabaceae,Derris,WD
Derris marginata,±ß¼ÔÓãÌÙ,5,6,11,1,Fabaceae,Derris,WD
Derris scabricaulis,´Ö¾¥ÓãÌÙ,5,5,8,9,Fabaceae,Derris,WD
Derris thyrsiflora,ÃÜ×¶»¨ÓãÌÙ,6,6,10,10,Fabaceae,Derris,WD
Derris tonkinensis,¶«¾©ÓãÌÙ,5,6,5,11,Fabaceae,Derris,WD
Derris tonkinensis var. compacta,´óÒ¶¶«¾©ÓãÌÙ,4,5,10,11,Fabaceae,Derris,WD
Derris trifoliata,ÓãÌÙ,6,6,10,11,Fabaceae,Derris,WD
Derris yunnanensis,ÔÆÄÏÓãÌÙ,4,7,8,10,Fabaceae,Derris,WD
Desmodium concinnum,°¼Ò¶É½Âì»È,9,10,NA,NA,Fabaceae,Desmodium,WD
Desmodium diffusum,µ¥ĞòÄÃÉí²İ,8,11,8,11,Fabaceae,Desmodium,WD
Desmodium gangeticum,´óÒ¶É½Âì»È,5,8,9,12,Fabaceae,Desmodium,WD
Desmodium heterocarpon,¼ÙµØ¶¹,8,9,10,11,Fabaceae,Desmodium,WD
Desmodium heterocarpon subsp. angustifolium,ÏÔÂöÉ½ÂÌ¶¹,NA,NA,NA,NA,Fabaceae,Desmodium,WD
Desmodium heterocarpon var. strigosum,²ÚÃ«¼ÙµØ¶¹,7,8,11,12,Fabaceae,Desmodium,WD
Desmodium heterophyllum,ÒìÒ¶É½Âì»È,NA,NA,10,11,Fabaceae,Desmodium,CB
Desmodium laxiflorum,´óÒ¶ÄÃÉí²İ,8,10,10,11,Fabaceae,Desmodium,WD
Desmodium megaphyllum,µáÄÏÉ½Âì»È,6,11,6,11,Fabaceae,Desmodium,WD
Desmodium microphyllum,Ğ¡Ò¶Èıµã½ğ,5,7,8,12,Fabaceae,NA,NA
Desmodium multiflorum,¶öÂì»È,8,8,9,11,Fabaceae,Desmodium,WD
Desmodium oblongum,³¤Ô²Ò¶É½Âì»È,8,11,8,11,Fabaceae,Desmodium,WD
Desmodium renifolium,ÉöÒ¶É½Âì»È,9,11,9,11,Fabaceae,Desmodium,WD
Desmodium rubrum,³àÉ½Âì»È,4,6,4,6,Fabaceae,Desmodium,WD
Desmodium sequax,³¤²¨Ò¶É½Âì»È,8,9,10,11,Fabaceae,Desmodium,WD
Desmodium styracifolium,¹ã¶«½ğÇ®²İ,6,9,6,9,Fabaceae,Desmodium,CB
Desmodium triflorum,Èıµã½ğ,6,10,6,10,Fabaceae,Desmodium,CB
Desmodium velutinum,ÈŞÃ«É½Âì»È,9,11,12,12,Fabaceae,Desmodium,WD
Desmodium zonatum,µ¥Ò¶ÄÃÉí²İ,7,8,8,9,Fabaceae,Desmodium,WD
Desmos chinensis,¼ÙÓ¥×¦,4,10,6,12,Annonaceae,Desmos,WD
Desmos dumosus,Ã«Ò¶¼ÙÓ¥×¦,4,8,7,4,Annonaceae,Desmos,WD
Desmos grandifolius,´óÒ¶¼ÙÓ¥×¦,3,4,9,9,Annonaceae,Desmos,WD
Deutzia setchuenensis,ËÄ´¨äÑÊè,4,7,6,9,Saxifragaceae,Deutzia,WD
Deutzianthus tonkinensis,¶«¾©Í©,4,4,8,9,Euphorbiaceae,Deutzianthus,WD
Deyeuxia effusiflora,ÊèËëÒ°ÇàÃ©,4,6,7,9,Poaceae,Deyeuxia,CB
Deyeuxia pyramidalis,Ò°ÇàÃ©,6,10,6,10,Poaceae,Deyeuxia,CB
Dianella ensifolia,É½¹Ü,3,8,3,8,Liliaceae,Dianella,CB
Dianthus chinensis,Ê¯Öñ,5,6,7,9,Caryophyllaceae,Dianthus,CB
Dianthus longicalyx,³¤İàöÄÂó,6,8,8,9,Caryophyllaceae,Dianthus,CB
Dianthus superbus,öÄÂó,7,8,8,9,Caryophyllaceae,Dianthus,CB
Dichanthium annulatum,Ë«»¨²İ,6,11,6,11,Poaceae,Dichanthium,CB
Dichapetalum longipetalum,º£ÄÏ¶¾Êó×Ó,10,10,1,6,Dichapetalaceae,Dichapetalum,WD
Dichocarpum dalzielii,Ş§Ò¶ÈË×Ö¹û,4,5,5,6,Ranunculaceae,Dichocarpum,CB
Dichocarpum franchetii,Ğ¡»¨ÈË×Ö¹û,4,5,5,6,Ranunculaceae,Dichocarpum,CB
Dichondra micrantha,ÂíÌã½ğ,NA,NA,NA,NA,Convolvulaceae,Dichondra,CB
Dichroa daimingshanensis,´óÃ÷³£É½,4,5,9,10,Saxifragaceae,Dichroa,WD
Dichroa febrifuga,³£É½,2,4,5,8,Saxifragaceae,Dichroa,WD
Dichroa hirsuta,Ó²Ã«³£É½,4,5,7,10,Saxifragaceae,Dichroa,WD
Dichroa yaoshanensis,ÂŞÃÉ³£É½,5,7,9,11,Saxifragaceae,Dichroa,WD
Dichrocephala auriculata,ÓãÑÛ²İ,1,12,1,12,Asteraceae,Dichrocephala,CB
Dichrocephala benthamii,Ğ¡ÓãÑÛ²İ,1,12,1,12,Asteraceae,Dichrocephala,CB
Dicliptera chinensis,¹·¸Î²Ë,9,1,11,2,Acanthaceae,Dicliptera,CB
Didymocarpus glandulosus,ÏÙÃ«³¤İôÜÄÌ¦,8,8,NA,NA,Gesneriaceae,Didymocarpus,CB
Didymocarpus glandulosus var. minor,¶Ìİà³¤İôÜÄÌ¦,7,7,8,8,Gesneriaceae,Didymocarpus,CB
Didymocarpus hancei,¶«ÄÏ³¤İôÜÄÌ¦,4,4,NA,NA,Gesneriaceae,Didymocarpus,CB
Didymocarpus niveolanosus,ÃàÃ«³¤İôÜÄÌ¦,7,7,NA,NA,Gesneriaceae,Didymocarpus,CB
Didymocarpus stenanthos,ÏÁ¹Ú³¤İôÜÄÌ¦,6,9,NA,NA,Gesneriaceae,Didymocarpus,CB
Didymostigma leiophyllum,¹âÒ¶Ë«Æ¬ÜÄÌ¦,9,9,NA,NA,Gesneriaceae,Didymostigma,CB
Diflugossa divaricata,Êè»¨²æ»¨²İ,NA,NA,NA,NA,Acanthaceae,Diflugossa,CB
Digitaria ciliaris,ÏËÃ«ÂíÌÆ,5,10,5,10,Poaceae,Digitaria,CB
Digitaria fibrosa,ÏËÎ¬ÂíÌÆ,5,8,5,8,Poaceae,Digitaria,CB
Digitaria henryi,ºàÀûÂíÌÆ,6,11,6,11,Poaceae,Digitaria,CB
Digitaria ischaemum,Ö¹ÑªÂíÌÆ,6,11,6,11,Poaceae,Digitaria,CB
Digitaria longiflora,³¤»¨ÂíÌÆ,4,10,4,10,Poaceae,Digitaria,CB
Digitaria setigera,º£ÄÏÂíÌÆ,6,10,6,10,Poaceae,Digitaria,CB
Digitaria ternata,ÈıÊıÂíÌÆ,6,9,6,9,Poaceae,Digitaria,CB
Digitaria violascens,×ÏÂíÌÆ,7,11,7,11,Poaceae,Digitaria,CB
Dillenia indica,Îåèâ¹û,NA,NA,NA,NA,Dichapetalaceae,Dillenia,WD
Dillenia turbinata,´ó»¨Îåèâ¹û,4,5,NA,NA,Dichapetalaceae,Dillenia,WD
Dimeria falcata,Á­ĞÎÓ„Ã©,10,10,9,11,Poaceae,Dimeria,CB
Dimeria ornithopoda,Ó„Ã©,10,11,9,11,Poaceae,Dimeria,CB
Dimeria sinensis,»ªÓ„Ã©,9,11,9,11,Poaceae,Dimeria,CB
Dimocarpus confinis,ÁúÀó,6,8,7,9,Sapindaceae,Dimocarpus,WD
Dinetus racemosus,·É¶êÌÙ,6,11,9,2,Convolvulaceae,Dinetus,WD
Dinetus truncatus,Ã«¹û·É¶êÌÙ,NA,NA,10,12,Convolvulaceae,Dinetus,WD
Dioscorea benthamii,´óÇàÊí,5,6,8,9,Dioscoreaceae,Dioscorea,CB
Dioscorea bulbifera,»Æ¶À,7,9,9,10,Dioscoreaceae,Dioscorea,CB
Dioscorea chingii,É½¸ğÊí,4,7,8,10,Dioscoreaceae,Dioscorea,CB
Dioscorea cirrhosa,Êíİ¹,4,6,9,11,Dioscoreaceae,Dioscorea,CB
Dioscorea cirrhosa var. cylindrica,Òì¿é¾¥Êíİ¹,NA,NA,NA,NA,Dioscoreaceae,Dioscorea,CB
Dioscorea collettii,²æÈïÊíİ÷,5,7,6,9,Dioscoreaceae,Dioscorea,CB
Dioscorea collettii var. hypoglauca,·Û±±Êíİ÷,NA,NA,NA,NA,Dioscoreaceae,Dioscorea,CB
Dioscorea esquirolii,ÆßÒ¶Êíİ÷,10,3,12,6,Dioscoreaceae,Dioscorea,CB
Dioscorea exalata,ÎŞ³á²ÎÊí,11,12,11,1,Dioscoreaceae,Dioscorea,CB
Dioscorea fordii,É½Êí,8,9,10,12,Dioscoreaceae,Dioscorea,CB
Dioscorea futschauensis,¸£ÖİÊíİ÷,6,7,8,9,Dioscoreaceae,Dioscorea,CB
Dioscorea glabra,¹âÒ¶Êíİ÷,9,12,12,1,Dioscoreaceae,Dioscorea,CB
Dioscorea hemsleyi,Õ³É½Ò©,6,7,9,10,Dioscoreaceae,Dioscorea,CB
Dioscorea hispida,°×Êíİ¹,4,5,7,9,Dioscoreaceae,Dioscorea,CB
Dioscorea japonica,ÈÕ±¾Êíİ÷,5,9,8,10,Dioscoreaceae,Dioscorea,CB
Dioscorea japonica var. oldhamii,Ï¸Ò¶ÈÕ±¾Êíİ÷,6,6,9,9,Dioscoreaceae,Dioscorea,CB
Dioscorea kamoonensis,Ã«ÓóÍ·Êíİ÷,7,9,9,11,Dioscoreaceae,Dioscorea,CB
Dioscorea linearicordata,ÁøÒ¶Êíİ÷,6,6,7,7,Dioscoreaceae,Dioscorea,CB
Dioscorea melanophyma,ºÚÖéÑ¿Êíİ÷,8,10,10,12,Dioscoreaceae,Dioscorea,CB
Dioscorea panthaica,»ÆÉ½Ò©,5,7,7,9,Dioscoreaceae,Dioscorea,CB
Dioscorea pentaphylla,ÎåÒ¶Êíİ÷,8,10,11,2,Dioscoreaceae,Dioscorea,CB
Dioscorea persimilis,ºÖ°úÊíİ÷,8,9,10,12,Dioscoreaceae,Dioscorea,CB
Dioscorea persimilis var. pubescens,Ã«ºÖ°úÊíİ÷,12,12,1,1,Dioscoreaceae,Dioscorea,CB
Dioscorea polystachya,Êíİ÷,6,8,9,10,Dioscoreaceae,Dioscorea,CB
Dioscorea scortechinii,´ÌÊíİ÷,6,9,10,1,Dioscoreaceae,NA,NA
Dioscorea scortechinii var. parviflora,Ğ¡»¨´ÌÊíİ÷,6,9,10,1,Dioscoreaceae,Dioscorea,CB
Dioscorea simulans,Âí³¦Êíİ÷,5,6,7,9,Dioscoreaceae,Dioscorea,CB
Dioscorea subcalva,Ã«½ºÊíİ÷,7,8,9,10,Dioscoreaceae,Dioscorea,CB
Dioscorea subcalva var. submollis,ÂÔÃ«Êíİ÷,NA,NA,NA,NA,Dioscoreaceae,Dioscorea,CB
Dioscorea velutipes,Õ±Ã«Êíİ÷,6,8,8,9,Dioscoreaceae,Dioscorea,CB
Dioscorea yunnanensis,ÔÆÄÏÊíİ÷,7,8,9,10,Dioscoreaceae,Dioscorea,CB
Dioscorea zingiberensis,¶ÜÒ¶Êíİ÷,5,8,9,10,Dioscoreaceae,Dioscorea,CB
Diospyros anisocalyx,ÒìİàÊÁ,4,5,5,6,Ebenaceae,Diospyros,WD
Diospyros cathayensis,ÎÚÊÁ,4,5,8,10,Ebenaceae,Diospyros,WD
Diospyros chunii,ÑÂÊÁ,NA,NA,2,2,Ebenaceae,Diospyros,WD
Diospyros diversilimba,¹âÒ¶ÊÁ,4,5,8,12,Ebenaceae,Diospyros,WD
Diospyros dumetorum,ÑÒÊÁ,4,5,10,2,Ebenaceae,Diospyros,WD
Diospyros eriantha,ÎÚ²Ä,7,8,10,2,Ebenaceae,Diospyros,WD
Diospyros howii,ÇíÄÏÊÁ,6,8,10,12,Ebenaceae,Diospyros,WD
Diospyros japonica,É½ÊÁ,7,7,9,10,Ebenaceae,Diospyros,WD
Diospyros kaki,ÊÁ,5,6,9,10,Ebenaceae,Diospyros,WD
Diospyros kaki var. silvestris,Ò°ÊÁ,4,6,8,10,Ebenaceae,Diospyros,WD
Diospyros longshengensis,ÁúÊ¤ÊÁ,NA,NA,7,8,Ebenaceae,Diospyros,WD
Diospyros lotus,¾ıÇ¨×Ó,5,6,10,11,Ebenaceae,Diospyros,WD
Diospyros miaoshanica,ÃçÉ½ÊÁ,NA,NA,10,10,Ebenaceae,Diospyros,WD
Diospyros morrisiana,ÂŞ¸¡ÊÁ,5,6,11,11,Ebenaceae,Diospyros,WD
Diospyros oleifera,ÓÍÊÁ,4,5,8,10,Ebenaceae,Diospyros,WD
Diospyros potingensis,±£Í¤ÊÁ,NA,NA,7,8,Ebenaceae,Diospyros,WD
Diospyros reticulinervis,ÍøÂöÊÁ,NA,NA,NA,NA,Ebenaceae,Diospyros,WD
Diospyros reticulinervis var. glabrescens,ÎŞÃ«ÍøÂöÊÁ,3,4,NA,NA,Ebenaceae,Diospyros,WD
Diospyros saxatilis,Ê¯É½ÊÁ,4,5,7,11,Ebenaceae,Diospyros,WD
Diospyros siderophylla,É½é­Ò¶ÊÁ,6,6,9,11,Ebenaceae,Diospyros,WD
Diospyros sunyiensis,ĞÅÒËÊÁ,NA,NA,8,8,Ebenaceae,Diospyros,WD
Diospyros tsangii,ÑÓÆ½ÊÁ,2,5,8,8,Ebenaceae,Diospyros,WD
Diospyros tutcheri,ÁëÄÏÊÁ,4,5,8,10,Ebenaceae,Diospyros,WD
